task,seed,split,group_id,n_points
I_dark,42,calibration,13197426831660621428,15
I_dark,42,calibration,11854955608364436255,15
I_dark,42,calibration,5857788625354206728,15
I_dark,42,calibration,3933886296999063760,15
I_dark,42,calibration,4556256472297801959,15
I_dark,42,calibration,9151669764478585745,15
I_dark,42,calibration,10395993465976512970,15
I_dark,42,calibration,13806398585976261423,15
I_dark,42,calibration,2216844718377656366,15
I_dark,42,calibration,2860266914913243763,15
I_dark,42,calibration,15180030701036252205,15
I_dark,42,calibration,59563343903943478,15
I_dark,42,calibration,1633077101789385956,15
I_dark,42,calibration,10990274489596691850,15
I_dark,42,calibration,7167329586276071870,15
I_dark,42,calibration,17485459239320075305,15
I_dark,42,calibration,15363031408316951214,15
I_dark,42,calibration,7136007211031035799,15
I_dark,42,calibration,16130397955524846863,15
I_dark,42,calibration,4835108955857078241,15
I_dark,42,calibration,17319768135093042826,15
I_dark,42,calibration,689847661215077168,15
I_dark,42,test,4837710515318421738,15
I_dark,42,test,3779633422659776445,15
I_dark,42,test,13161242281976296834,15
I_dark,42,test,12112510911978131146,15
I_dark,42,test,7286060296444835846,15
I_dark,42,test,17608710593314742079,15
I_dark,42,test,11714911050137312102,15
I_dark,42,test,2928394120619732261,15
I_dark,42,test,12981595077382156139,15
I_dark,42,test,3212080770719938515,15
I_dark,42,test,11032972375804727196,15
I_dark,42,test,11723817789070393620,15
I_dark,42,test,13304175874445473708,15
I_dark,42,test,14082706842164037214,15
I_dark,42,test,2359625090975412513,15
I_dark,42,test,4374302465450070181,15
I_dark,43,train,12816177013697617925,15
I_dark,43,train,10539271283961051071,15
I_dark,43,train,3703347433873037581,15
I_dark,43,train,579736006479800074,15
I_dark,43,train,4552925917595615164,15
I_dark,43,train,14456930291123660273,15
I_dark,43,train,14547390297170085011,15
I_dark,43,train,4253972365711734043,15
I_dark,43,train,7464429288297915064,15
I_dark,43,train,17451691503515762550,15
I_dark,43,train,380264510751012186,15
I_dark,43,train,833253205382390921,15
I_dark,43,train,4837710515318421738,15
I_dark,43,train,3494250555080783753,15
I_dark,43,train,11854955608364436255,15
I_dark,43,train,5857788625354206728,15
I_dark,43,train,1906069974405082520,15
I_dark,43,train,3933886296999063760,15
I_dark,43,train,16501516911797089168,15
I_dark,43,train,5144607327742428380,15
I_dark,43,train,7155552337602576564,15
I_dark,43,train,8793357247245534573,15
I_dark,43,train,3779633422659776445,15
I_dark,43,train,13161242281976296834,15
I_dark,43,train,15038946426069692038,15
I_dark,43,train,12823118457006761398,15
I_dark,43,train,13867644369009061341,15
I_dark,43,train,1378160361063041439,15
I_dark,43,train,7157631882990673600,15
I_dark,43,train,17234994038809733169,15
I_dark,43,train,2033506848451370756,15
I_dark,43,train,7311808897764695838,15
I_dark,43,train,5127878088967066821,15
I_dark,43,train,9151669764478585745,15
I_dark,43,train,12112510911978131146,15
I_dark,43,train,6563696386679920944,15
I_dark,43,train,14219469232104377133,15
I_dark,43,train,7884238669149658161,15
I_dark,43,train,10395993465976512970,15
I_dark,43,train,13806398585976261423,15
I_dark,43,train,11892504857466714026,15
I_dark,43,train,7286060296444835846,15
I_dark,43,train,10743645008157788724,15
I_dark,43,train,17608710593314742079,15
I_dark,43,train,8562678507013604755,15
I_dark,43,train,7126979072579706712,15
I_dark,43,train,2216844718377656366,15
I_dark,43,train,9184494546452176042,15
I_dark,43,train,12882774050561771087,15
I_dark,43,train,2860266914913243763,15
I_dark,43,train,7296031158140813817,15
I_dark,43,train,11714911050137312102,15
I_dark,43,train,15230833052760599040,15
I_dark,43,train,10829525609740651031,15
I_dark,43,train,12886194249589357920,15
I_dark,43,train,12849312948239067464,15
I_dark,43,train,18237334030368139870,15
I_dark,43,train,433422742429117681,15
I_dark,43,train,59563343903943478,15
I_dark,43,train,2056914843148536795,15
I_dark,43,train,10954724855113224492,15
I_dark,43,train,903425415547655004,15
I_dark,43,train,8813459275462154891,15
I_dark,43,train,9216328605101287225,15
I_dark,43,train,8372103036707258832,15
I_dark,43,train,17492872546512810480,15
I_dark,43,train,4261926717090881150,15
I_dark,43,train,8778145279652222064,15
I_dark,43,train,9415233787243991652,15
I_dark,43,train,12981595077382156139,15
I_dark,43,train,15854623793106210877,15
I_dark,43,train,13344013943894260190,15
I_dark,43,train,7538273554073210114,15
I_dark,43,train,128968913270984251,15
I_dark,43,train,16069905982438259650,15
I_dark,43,train,10893922623691634355,15
I_dark,43,train,2314355766595058403,15
I_dark,43,train,3212080770719938515,15
I_dark,43,train,17485459239320075305,15
I_dark,43,train,15363031408316951214,15
I_dark,43,train,7136007211031035799,15
I_dark,43,train,3141391476646313355,15
I_dark,43,train,15425818973916266975,15
I_dark,43,train,11032972375804727196,15
I_dark,43,train,7069279127234648490,15
I_dark,43,train,11723817789070393620,15
I_dark,43,train,13304175874445473708,15
I_dark,43,train,2832837163574657009,15
I_dark,43,train,14082706842164037214,15
I_dark,43,train,5355939635520617484,15
I_dark,43,train,14934561482547682078,15
I_dark,43,train,16130397955524846863,15
I_dark,43,train,3684234868495982631,15
I_dark,43,train,4747465828158748725,15
I_dark,43,train,2217437892012799629,15
I_dark,43,train,10813817281839957845,15
I_dark,43,train,2359625090975412513,15
I_dark,43,train,17319768135093042826,15
I_dark,43,train,14435728251762431223,15
I_dark,43,train,689847661215077168,15
I_dark,43,train,17938021924088880075,15
I_dark,43,train,603198139025932464,15
I_dark,43,train,222992878073105781,15
I_dark,43,train,6898913632721408619,15
I_dark,43,validation,3371631208540637995,15
I_dark,43,validation,14100953261967155807,15
I_dark,43,validation,6305389621858259219,15
I_dark,43,validation,15255519671477510073,15
I_dark,43,validation,3134241803077969267,15
I_dark,43,validation,7681735671422946543,15
I_dark,43,validation,5637171177688138856,15
I_dark,43,validation,10990274489596691850,15
I_dark,43,validation,17951410366048416543,15
I_dark,43,validation,2671493380122846465,15
I_dark,43,validation,7167329586276071870,15
I_dark,43,validation,17533524623644286140,15
I_dark,43,validation,6325844468188908084,15
I_dark,43,validation,13640118791446356878,15
I_dark,43,validation,4374302465450070181,15
I_dark,43,validation,18058330792975761325,15
I_dark,43,calibration,3765765162242439701,15
I_dark,43,calibration,13197426831660621428,15
I_dark,43,calibration,11643629726484600332,15
I_dark,43,calibration,13753303497944442308,15
I_dark,43,calibration,6517130074721695667,15
I_dark,43,calibration,14988660033747214345,15
I_dark,43,calibration,4556256472297801959,15
I_dark,43,calibration,16164245777420927440,15
I_dark,43,calibration,13370015301709921327,15
I_dark,43,calibration,12935788499417564366,15
I_dark,43,calibration,11533471517763731933,15
I_dark,43,calibration,18026431441542812131,15
I_dark,43,calibration,779010489516208886,15
I_dark,43,calibration,15180030701036252205,15
I_dark,43,calibration,16519722322841066187,15
I_dark,43,calibration,2447368541047246097,15
I_dark,43,calibration,1633077101789385956,15
I_dark,43,calibration,13052852389533457310,15
I_dark,43,calibration,4155552024635161694,15
I_dark,43,calibration,9029148243980292461,15
I_dark,43,calibration,9728360064296503812,15
I_dark,43,calibration,5302328922938549098,15
I_dark,43,calibration,3262830124868165494,15
I_dark,43,calibration,2804036452383970560,15
I_dark,43,test,1367897570274288222,15
I_dark,43,test,9985116505034206452,15
I_dark,43,test,4106527973129540887,15
I_dark,43,test,3483175946691254694,15
I_dark,43,test,11587428247216890986,15
I_dark,43,test,18393380424088899902,15
I_dark,43,test,2928394120619732261,15
I_dark,43,test,2124884718484563516,15
I_dark,43,test,13149960228396626776,15
I_dark,43,test,3193110456536102066,15
I_dark,43,test,6508029577517650568,15
I_dark,43,test,13944279034983237670,15
I_dark,43,test,3392607520233113049,15
I_dark,43,test,4757004652079025251,15
I_dark,43,test,3744802582600429992,15
I_dark,43,test,4835108955857078241,15
I_dark,44,train,12816177013697617925,15
I_dark,44,train,10539271283961051071,15
I_dark,44,train,3371631208540637995,15
I_dark,44,train,579736006479800074,15
I_dark,44,train,4552925917595615164,15
I_dark,44,train,14456930291123660273,15
I_dark,44,train,14547390297170085011,15
I_dark,44,train,13197426831660621428,15
I_dark,44,train,1367897570274288222,15
I_dark,44,train,4253972365711734043,15
I_dark,44,train,7464429288297915064,15
I_dark,44,train,17451691503515762550,15
I_dark,44,train,11643629726484600332,15
I_dark,44,train,833253205382390921,15
I_dark,44,train,4837710515318421738,15
I_dark,44,train,3494250555080783753,15
I_dark,44,train,14100953261967155807,15
I_dark,44,train,6517130074721695667,15
I_dark,44,train,9985116505034206452,15
I_dark,44,train,11854955608364436255,15
I_dark,44,train,5857788625354206728,15
I_dark,44,train,1906069974405082520,15
I_dark,44,train,6305389621858259219,15
I_dark,44,train,15255519671477510073,15
I_dark,44,train,3933886296999063760,15
I_dark,44,train,13370015301709921327,15
I_dark,44,train,16501516911797089168,15
I_dark,44,train,3779633422659776445,15
I_dark,44,train,15038946426069692038,15
I_dark,44,train,12823118457006761398,15
I_dark,44,train,13867644369009061341,15
I_dark,44,train,1378160361063041439,15
I_dark,44,train,7157631882990673600,15
I_dark,44,train,17234994038809733169,15
I_dark,44,train,2033506848451370756,15
I_dark,44,train,7311808897764695838,15
I_dark,44,train,9151669764478585745,15
I_dark,44,train,12112510911978131146,15
I_dark,44,train,6563696386679920944,15
I_dark,44,train,14219469232104377133,15
I_dark,44,train,10395993465976512970,15
I_dark,44,train,13806398585976261423,15
I_dark,44,train,3483175946691254694,15
I_dark,44,train,11892504857466714026,15
I_dark,44,train,7286060296444835846,15
I_dark,44,train,10743645008157788724,15
I_dark,44,train,8562678507013604755,15
I_dark,44,train,7126979072579706712,15
I_dark,44,train,9184494546452176042,15
I_dark,44,train,12882774050561771087,15
I_dark,44,train,7296031158140813817,15
I_dark,44,train,779010489516208886,15
I_dark,44,train,11587428247216890986,15
I_dark,44,train,16519722322841066187,15
I_dark,44,train,2928394120619732261,15
I_dark,44,train,10829525609740651031,15
I_dark,44,train,12886194249589357920,15
I_dark,44,train,12849312948239067464,15
I_dark,44,train,18237334030368139870,15
I_dark,44,train,433422742429117681,15
I_dark,44,train,2056914843148536795,15
I_dark,44,train,2447368541047246097,15
I_dark,44,train,8813459275462154891,15
I_dark,44,train,9216328605101287225,15
I_dark,44,train,13149960228396626776,15
I_dark,44,train,3193110456536102066,15
I_dark,44,train,3134241803077969267,15
I_dark,44,train,6508029577517650568,15
I_dark,44,train,1633077101789385956,15
I_dark,44,train,4261926717090881150,15
I_dark,44,train,7681735671422946543,15
I_dark,44,train,13944279034983237670,15
I_dark,44,train,9415233787243991652,15
I_dark,44,train,5637171177688138856,15
I_dark,44,train,13052852389533457310,15
I_dark,44,train,13344013943894260190,15
I_dark,44,train,7538273554073210114,15
I_dark,44,train,128968913270984251,15
I_dark,44,train,16069905982438259650,15
I_dark,44,train,17951410366048416543,15
I_dark,44,train,2671493380122846465,15
I_dark,44,train,4757004652079025251,15
I_dark,44,train,10893922623691634355,15
I_dark,44,train,2314355766595058403,15
I_dark,44,train,17485459239320075305,15
I_dark,44,train,15425818973916266975,15
I_dark,44,train,11032972375804727196,15
I_dark,44,train,7069279127234648490,15
I_dark,44,train,11723817789070393620,15
I_dark,44,train,13304175874445473708,15
I_dark,44,train,2832837163574657009,15
I_dark,44,train,14082706842164037214,15
I_dark,44,train,14934561482547682078,15
I_dark,44,train,17533524623644286140,15
I_dark,44,train,16130397955524846863,15
I_dark,44,train,3684234868495982631,15
I_dark,44,train,4747465828158748725,15
I_dark,44,train,2217437892012799629,15
I_dark,44,train,6325844468188908084,15
I_dark,44,train,2359625090975412513,15
I_dark,44,train,14435728251762431223,15
I_dark,44,train,689847661215077168,15
I_dark,44,train,17938021924088880075,15
I_dark,44,train,18058330792975761325,15
I_dark,44,validation,3765765162242439701,15
I_dark,44,validation,3703347433873037581,15
I_dark,44,validation,13753303497944442308,15
I_dark,44,validation,16164245777420927440,15
I_dark,44,validation,8793357247245534573,15
I_dark,44,validation,13161242281976296834,15
I_dark,44,validation,4106527973129540887,15
I_dark,44,validation,17608710593314742079,15
I_dark,44,validation,2216844718377656366,15
I_dark,44,validation,11714911050137312102,15
I_dark,44,validation,15854623793106210877,15
I_dark,44,validation,10990274489596691850,15
I_dark,44,validation,7167329586276071870,15
I_dark,44,validation,5355939635520617484,15
I_dark,44,validation,3262830124868165494,15
I_dark,44,validation,2804036452383970560,15
I_dark,44,calibration,14988660033747214345,15
I_dark,44,calibration,5144607327742428380,15
I_dark,44,calibration,7155552337602576564,15
I_dark,44,calibration,12935788499417564366,15
I_dark,44,calibration,5127878088967066821,15
I_dark,44,calibration,2860266914913243763,15
I_dark,44,calibration,15180030701036252205,15
I_dark,44,calibration,18393380424088899902,15
I_dark,44,calibration,59563343903943478,15
I_dark,44,calibration,10954724855113224492,15
I_dark,44,calibration,2124884718484563516,15
I_dark,44,calibration,903425415547655004,15
I_dark,44,calibration,8372103036707258832,15
I_dark,44,calibration,17492872546512810480,15
I_dark,44,calibration,4155552024635161694,15
I_dark,44,calibration,9029148243980292461,15
I_dark,44,calibration,9728360064296503812,15
I_dark,44,calibration,5302328922938549098,15
I_dark,44,calibration,15363031408316951214,15
I_dark,44,calibration,3141391476646313355,15
I_dark,44,calibration,17319768135093042826,15
I_dark,44,calibration,13640118791446356878,15
I_dark,44,calibration,603198139025932464,15
I_dark,44,calibration,222992878073105781,15
I_dark,44,test,380264510751012186,15
I_dark,44,test,4556256472297801959,15
I_dark,44,test,7884238669149658161,15
I_dark,44,test,11533471517763731933,15
I_dark,44,test,18026431441542812131,15
I_dark,44,test,15230833052760599040,15
I_dark,44,test,8778145279652222064,15
I_dark,44,test,12981595077382156139,15
I_dark,44,test,3392607520233113049,15
I_dark,44,test,3212080770719938515,15
I_dark,44,test,3744802582600429992,15
I_dark,44,test,7136007211031035799,15
I_dark,44,test,10813817281839957845,15
I_dark,44,test,4835108955857078241,15
I_dark,44,test,4374302465450070181,15
I_dark,44,test,6898913632721408619,15
I_dark,45,train,3765765162242439701,15
I_dark,45,train,12816177013697617925,15
I_dark,45,train,10539271283961051071,15
I_dark,45,train,3371631208540637995,15
I_dark,45,train,3703347433873037581,15
I_dark,45,train,579736006479800074,15
I_dark,45,train,4552925917595615164,15
I_dark,45,train,14547390297170085011,15
I_dark,45,train,13197426831660621428,15
I_dark,45,train,1367897570274288222,15
I_dark,45,train,4253972365711734043,15
I_dark,45,train,7464429288297915064,15
I_dark,45,train,17451691503515762550,15
I_dark,45,train,11643629726484600332,15
I_dark,45,train,380264510751012186,15
I_dark,45,train,833253205382390921,15
I_dark,45,train,4837710515318421738,15
I_dark,45,train,3494250555080783753,15
I_dark,45,train,14100953261967155807,15
I_dark,45,train,13753303497944442308,15
I_dark,45,train,9985116505034206452,15
I_dark,45,train,11854955608364436255,15
I_dark,45,train,1906069974405082520,15
I_dark,45,train,14988660033747214345,15
I_dark,45,train,15255519671477510073,15
I_dark,45,train,3933886296999063760,15
I_dark,45,train,13370015301709921327,15
I_dark,45,train,16501516911797089168,15
I_dark,45,train,7155552337602576564,15
I_dark,45,train,8793357247245534573,15
I_dark,45,train,13161242281976296834,15
I_dark,45,train,15038946426069692038,15
I_dark,45,train,12823118457006761398,15
I_dark,45,train,17234994038809733169,15
I_dark,45,train,7311808897764695838,15
I_dark,45,train,5127878088967066821,15
I_dark,45,train,9151669764478585745,15
I_dark,45,train,12112510911978131146,15
I_dark,45,train,4106527973129540887,15
I_dark,45,train,6563696386679920944,15
I_dark,45,train,14219469232104377133,15
I_dark,45,train,7884238669149658161,15
I_dark,45,train,10395993465976512970,15
I_dark,45,train,13806398585976261423,15
I_dark,45,train,3483175946691254694,15
I_dark,45,train,7286060296444835846,15
I_dark,45,train,10743645008157788724,15
I_dark,45,train,8562678507013604755,15
I_dark,45,train,11533471517763731933,15
I_dark,45,train,2216844718377656366,15
I_dark,45,train,9184494546452176042,15
I_dark,45,train,12882774050561771087,15
I_dark,45,train,2860266914913243763,15
I_dark,45,train,7296031158140813817,15
I_dark,45,train,15180030701036252205,15
I_dark,45,train,11587428247216890986,15
I_dark,45,train,16519722322841066187,15
I_dark,45,train,11714911050137312102,15
I_dark,45,train,15230833052760599040,15
I_dark,45,train,18393380424088899902,15
I_dark,45,train,10829525609740651031,15
I_dark,45,train,12886194249589357920,15
I_dark,45,train,12849312948239067464,15
I_dark,45,train,433422742429117681,15
I_dark,45,train,2056914843148536795,15
I_dark,45,train,10954724855113224492,15
I_dark,45,train,2447368541047246097,15
I_dark,45,train,9216328605101287225,15
I_dark,45,train,3193110456536102066,15
I_dark,45,train,6508029577517650568,15
I_dark,45,train,1633077101789385956,15
I_dark,45,train,4261926717090881150,15
I_dark,45,train,7681735671422946543,15
I_dark,45,train,13944279034983237670,15
I_dark,45,train,8778145279652222064,15
I_dark,45,train,9415233787243991652,15
I_dark,45,train,15854623793106210877,15
I_dark,45,train,13052852389533457310,15
I_dark,45,train,16069905982438259650,15
I_dark,45,train,4155552024635161694,15
I_dark,45,train,2671493380122846465,15
I_dark,45,train,4757004652079025251,15
I_dark,45,train,10893922623691634355,15
I_dark,45,train,7167329586276071870,15
I_dark,45,train,2314355766595058403,15
I_dark,45,train,3212080770719938515,15
I_dark,45,train,9728360064296503812,15
I_dark,45,train,17485459239320075305,15
I_dark,45,train,3744802582600429992,15
I_dark,45,train,5302328922938549098,15
I_dark,45,train,15425818973916266975,15
I_dark,45,train,7069279127234648490,15
I_dark,45,train,2832837163574657009,15
I_dark,45,train,17533524623644286140,15
I_dark,45,train,2804036452383970560,15
I_dark,45,train,3684234868495982631,15
I_dark,45,train,4747465828158748725,15
I_dark,45,train,2217437892012799629,15
I_dark,45,train,10813817281839957845,15
I_dark,45,train,2359625090975412513,15
I_dark,45,train,4835108955857078241,15
I_dark,45,train,14435728251762431223,15
I_dark,45,train,4374302465450070181,15
I_dark,45,train,6898913632721408619,15
I_dark,45,validation,6305389621858259219,15
I_dark,45,validation,12935788499417564366,15
I_dark,45,validation,13867644369009061341,15
I_dark,45,validation,1378160361063041439,15
I_dark,45,validation,11892504857466714026,15
I_dark,45,validation,7126979072579706712,15
I_dark,45,validation,59563343903943478,15
I_dark,45,validation,903425415547655004,15
I_dark,45,validation,13149960228396626776,15
I_dark,45,validation,13344013943894260190,15
I_dark,45,validation,9029148243980292461,15
I_dark,45,validation,7136007211031035799,15
I_dark,45,validation,11032972375804727196,15
I_dark,45,validation,13304175874445473708,15
I_dark,45,validation,17319768135093042826,15
I_dark,45,validation,18058330792975761325,15
I_dark,45,calibration,6517130074721695667,15
I_dark,45,calibration,5857788625354206728,15
I_dark,45,calibration,4556256472297801959,15
I_dark,45,calibration,16164245777420927440,15
I_dark,45,calibration,3779633422659776445,15
I_dark,45,calibration,7157631882990673600,15
I_dark,45,calibration,2033506848451370756,15
I_dark,45,calibration,18026431441542812131,15
I_dark,45,calibration,2124884718484563516,15
I_dark,45,calibration,8372103036707258832,15
I_dark,45,calibration,17492872546512810480,15
I_dark,45,calibration,3134241803077969267,15
I_dark,45,calibration,12981595077382156139,15
I_dark,45,calibration,3392607520233113049,15
I_dark,45,calibration,10990274489596691850,15
I_dark,45,calibration,17951410366048416543,15
I_dark,45,calibration,11723817789070393620,15
I_dark,45,calibration,14934561482547682078,15
I_dark,45,calibration,3262830124868165494,15
I_dark,45,calibration,16130397955524846863,15
I_dark,45,calibration,6325844468188908084,15
I_dark,45,calibration,689847661215077168,15
I_dark,45,calibration,17938021924088880075,15
I_dark,45,calibration,222992878073105781,15
I_dark,45,test,14456930291123660273,15
I_dark,45,test,5144607327742428380,15
I_dark,45,test,17608710593314742079,15
I_dark,45,test,779010489516208886,15
I_dark,45,test,2928394120619732261,15
I_dark,45,test,18237334030368139870,15
I_dark,45,test,8813459275462154891,15
I_dark,45,test,5637171177688138856,15
I_dark,45,test,7538273554073210114,15
I_dark,45,test,128968913270984251,15
I_dark,45,test,15363031408316951214,15
I_dark,45,test,3141391476646313355,15
I_dark,45,test,14082706842164037214,15
I_dark,45,test,5355939635520617484,15
I_dark,45,test,13640118791446356878,15
I_dark,45,test,603198139025932464,15
I_dark,46,train,12816177013697617925,15
I_dark,46,train,579736006479800074,15
I_dark,46,train,4552925917595615164,15
I_dark,46,train,14456930291123660273,15
I_dark,46,train,14547390297170085011,15
I_dark,46,train,13197426831660621428,15
I_dark,46,train,1367897570274288222,15
I_dark,46,train,7464429288297915064,15
I_dark,46,train,11643629726484600332,15
I_dark,46,train,380264510751012186,15
I_dark,46,train,833253205382390921,15
I_dark,46,train,6517130074721695667,15
I_dark,46,train,11854955608364436255,15
I_dark,46,train,6305389621858259219,15
I_dark,46,train,15255519671477510073,15
I_dark,46,train,3933886296999063760,15
I_dark,46,train,4556256472297801959,15
I_dark,46,train,16164245777420927440,15
I_dark,46,train,13370015301709921327,15
I_dark,46,train,16501516911797089168,15
I_dark,46,train,5144607327742428380,15
I_dark,46,train,12935788499417564366,15
I_dark,46,train,3779633422659776445,15
I_dark,46,train,13161242281976296834,15
I_dark,46,train,15038946426069692038,15
I_dark,46,train,12823118457006761398,15
I_dark,46,train,7157631882990673600,15
I_dark,46,train,2033506848451370756,15
I_dark,46,train,7311808897764695838,15
I_dark,46,train,5127878088967066821,15
I_dark,46,train,9151669764478585745,15
I_dark,46,train,12112510911978131146,15
I_dark,46,train,4106527973129540887,15
I_dark,46,train,14219469232104377133,15
I_dark,46,train,7884238669149658161,15
I_dark,46,train,13806398585976261423,15
I_dark,46,train,3483175946691254694,15
I_dark,46,train,11892504857466714026,15
I_dark,46,train,10743645008157788724,15
I_dark,46,train,8562678507013604755,15
I_dark,46,train,11533471517763731933,15
I_dark,46,train,2216844718377656366,15
I_dark,46,train,2860266914913243763,15
I_dark,46,train,7296031158140813817,15
I_dark,46,train,779010489516208886,15
I_dark,46,train,15180030701036252205,15
I_dark,46,train,11587428247216890986,15
I_dark,46,train,16519722322841066187,15
I_dark,46,train,11714911050137312102,15
I_dark,46,train,15230833052760599040,15
I_dark,46,train,18393380424088899902,15
I_dark,46,train,2928394120619732261,15
I_dark,46,train,12886194249589357920,15
I_dark,46,train,12849312948239067464,15
I_dark,46,train,18237334030368139870,15
I_dark,46,train,433422742429117681,15
I_dark,46,train,2056914843148536795,15
I_dark,46,train,10954724855113224492,15
I_dark,46,train,2124884718484563516,15
I_dark,46,train,2447368541047246097,15
I_dark,46,train,903425415547655004,15
I_dark,46,train,8813459275462154891,15
I_dark,46,train,13149960228396626776,15
I_dark,46,train,8372103036707258832,15
I_dark,46,train,3134241803077969267,15
I_dark,46,train,6508029577517650568,15
I_dark,46,train,7681735671422946543,15
I_dark,46,train,8778145279652222064,15
I_dark,46,train,9415233787243991652,15
I_dark,46,train,3392607520233113049,15
I_dark,46,train,15854623793106210877,15
I_dark,46,train,13052852389533457310,15
I_dark,46,train,13344013943894260190,15
I_dark,46,train,10990274489596691850,15
I_dark,46,train,7538273554073210114,15
I_dark,46,train,128968913270984251,15
I_dark,46,train,4757004652079025251,15
I_dark,46,train,10893922623691634355,15
I_dark,46,train,7167329586276071870,15
I_dark,46,train,9029148243980292461,15
I_dark,46,train,3212080770719938515,15
I_dark,46,train,17485459239320075305,15
I_dark,46,train,3744802582600429992,15
I_dark,46,train,5302328922938549098,15
