task,seed,split,group_id,n_points
I_dark,42,calibration,13197426831660621428,15
I_dark,42,calibration,11854955608364436255,15
I_dark,42,calibration,5857788625354206728,15
I_dark,42,calibration,3933886296999063760,15
I_dark,42,calibration,4556256472297801959,15
I_dark,42,calibration,9151669764478585745,15
I_dark,42,calibration,10395993465976512970,15
I_dark,42,calibration,13806398585976261423,15
I_dark,42,calibration,2216844718377656366,15
I_dark,42,calibration,2860266914913243763,15
I_dark,42,calibration,15180030701036252205,15
I_dark,42,calibration,59563343903943478,15
I_dark,42,calibration,1633077101789385956,15
I_dark,42,calibration,10990274489596691850,15
I_dark,42,calibration,7167329586276071870,15
I_dark,42,calibration,17485459239320075305,15
I_dark,42,calibration,15363031408316951214,15
I_dark,42,calibration,7136007211031035799,15
I_dark,42,calibration,16130397955524846863,15
I_dark,42,calibration,4835108955857078241,15
I_dark,42,calibration,17319768135093042826,15
I_dark,42,calibration,689847661215077168,15
I_dark,42,test,4837710515318421738,15
I_dark,42,test,3779633422659776445,15
I_dark,42,test,13161242281976296834,15
I_dark,42,test,12112510911978131146,15
I_dark,42,test,7286060296444835846,15
I_dark,42,test,17608710593314742079,15
I_dark,42,test,11714911050137312102,15
I_dark,42,test,2928394120619732261,15
I_dark,42,test,12981595077382156139,15
I_dark,42,test,3212080770719938515,15
I_dark,42,test,11032972375804727196,15
I_dark,42,test,11723817789070393620,15
I_dark,42,test,13304175874445473708,15
I_dark,42,test,14082706842164037214,15
I_dark,42,test,2359625090975412513,15
I_dark,42,test,4374302465450070181,15
