task,seed,split,group_id,n_points
I_photo,44,calibration,7155552337602576564,16
I_photo,44,calibration,12935788499417564366,16
I_photo,44,calibration,17010250892712216977,16
I_photo,44,calibration,2216844718377656366,16
I_photo,44,calibration,11587428247216890986,16
I_photo,44,calibration,2860266914913243763,16
I_photo,44,calibration,18237334030368139870,16
I_photo,44,calibration,13118379098420355299,16
I_photo,44,calibration,10954724855113224492,16
I_photo,44,calibration,603198139025932464,16
I_photo,44,calibration,2124884718484563516,16
I_photo,44,calibration,903425415547655004,16
I_photo,44,calibration,10934520493217801021,16
I_photo,44,calibration,4155552024635161694,16
I_photo,44,calibration,17951410366048416543,16
I_photo,44,calibration,9029148243980292461,16
I_photo,44,calibration,3212080770719938515,16
I_photo,44,calibration,3141391476646313355,16
I_photo,44,calibration,5355939635520617484,16
I_photo,44,calibration,4747465828158748725,16
I_photo,44,calibration,17319768135093042826,16
I_photo,44,calibration,689847661215077168,16
I_photo,44,test,380264510751012186,16
I_photo,44,test,222992878073105781,16
I_photo,44,test,7884238669149658161,16
I_photo,44,test,3483175946691254694,16
I_photo,44,test,11533471517763731933,16
I_photo,44,test,15180030701036252205,16
I_photo,44,test,14036280195098891197,16
I_photo,44,test,1633077101789385956,16
I_photo,44,test,8778145279652222064,16
I_photo,44,test,3392607520233113049,16
I_photo,44,test,17485459239320075305,16
I_photo,44,test,7136007211031035799,16
I_photo,44,test,3307920528693367648,16
I_photo,44,test,4835108955857078241,16
I_photo,44,test,4374302465450070181,16
I_photo,44,test,6898913632721408619,16
