nominal_structure_id,nominal_core_width_nm,nominal_coupling_gap_nm,nominal_ring_radius_um,nominal_core_thickness_nm,nominal_slab_thickness_nm,nominal_device_layer_thickness_nm,dataset_role,frozen_confirmation,sampling_method,sampling_seed,split,wafer_id,process_variant_id,process_variant_index,process_variant_role,process_seed,delta_core_width_nm,delta_coupling_gap_nm,delta_core_thickness_nm,delta_material_index,delta_ring_radius_nm,actual_core_width_nm,actual_coupling_gap_nm,actual_ring_radius_um,actual_core_thickness_nm,actual_slab_thickness_nm,actual_device_layer_thickness_nm
ring_cv_dev_20260912_0004,436.39766068990417,351.9581186641081,10.192538333634198,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_07,ring_cv_dev_20260912_0004|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,436.39766068990417,351.9581186641081,10.192538333634198,120.0,100.0,220.0
ring_cv_dev_20260912_0004,436.39766068990417,351.9581186641081,10.192538333634198,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_07,ring_cv_dev_20260912_0004|p01,1,fabrication_realization,20260913,-2.595813339231676,2.361636714777678,-0.0091465408898634,-0.0001079182071468,0.4458472022933003,433.8018473506725,354.31975537888576,10.192984180836492,119.99085345911014,100.0,219.99085345911013
ring_cv_dev_20260912_0004,436.39766068990417,351.9581186641081,10.192538333634198,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_07,ring_cv_dev_20260912_0004|p02,2,fabrication_realization,20260913,4.681803363688522,-1.3700272803135856,0.0004519820076338,1.6983485611405186e-05,2.0593792685098617,441.0794640535927,350.5880913837945,10.194597712902707,120.00045198200765,100.0,220.00045198200763
ring_cv_dev_20260912_0005,442.4314080609134,351.76330032328417,9.893304392724737,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00,ring_cv_dev_20260912_0005|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,442.4314080609134,351.76330032328417,9.893304392724737,120.0,100.0,220.0
ring_cv_dev_20260912_0005,442.4314080609134,351.76330032328417,9.893304392724737,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00,ring_cv_dev_20260912_0005|p01,1,fabrication_realization,20260913,-3.6304989388215807,7.020836409409391,-0.3714281751804202,0.0001268231815137,-0.513916156897901,438.8009091220918,358.7841367326936,9.892790476567836,119.62857182481956,100.0,219.6285718248196
ring_cv_dev_20260912_0005,442.4314080609134,351.76330032328417,9.893304392724737,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00,ring_cv_dev_20260912_0005|p02,2,fabrication_realization,20260913,0.3780115623946078,-3.598717848817972,-0.7387198628582529,-8.030180161223201e-05,-0.3650797607913987,442.809419623308,348.1645824744662,9.892939312963945,119.26128013714175,100.0,219.2612801371417
ring_cv_dev_20260912_0006,463.4982569617995,405.3636634924288,10.052215508944853,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_05,ring_cv_dev_20260912_0006|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,463.4982569617995,405.3636634924288,10.052215508944853,120.0,100.0,220.0
ring_cv_dev_20260912_0006,463.4982569617995,405.3636634924288,10.052215508944853,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_05,ring_cv_dev_20260912_0006|p01,1,fabrication_realization,20260913,3.1718149859078237,-4.630217325284442,0.5960555401070188,0.0002605817431155,0.3734124084553915,466.6700719477073,400.73344616714434,10.052588921353308,120.59605554010702,100.0,220.59605554010705
ring_cv_dev_20260912_0006,463.4982569617995,405.3636634924288,10.052215508944853,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_05,ring_cv_dev_20260912_0006|p02,2,fabrication_realization,20260913,-2.817470173400596,0.8510467371095254,0.4595338954390101,-0.0001790010428245,-0.9478040567666988,460.6807867883989,406.2147102295383,10.051267704888089,120.459533895439,100.0,220.45953389543905
ring_cv_dev_20260912_0007,453.9311315023821,350.38383714655487,9.802004765108842,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03,ring_cv_dev_20260912_0007|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,453.9311315023821,350.38383714655487,9.802004765108842,120.0,100.0,220.0
ring_cv_dev_20260912_0007,453.9311315023821,350.38383714655487,9.802004765108842,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03,ring_cv_dev_20260912_0007|p01,1,fabrication_realization,20260913,6.826615562451831,-5.930571549202004,0.939699843083566,5.265992584528001e-05,1.624000610132357,460.7577470648339,344.45326559735287,9.803628765718974,120.93969984308356,100.0,220.9396998430836
ring_cv_dev_20260912_0007,453.9311315023821,350.38383714655487,9.802004765108842,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03,ring_cv_dev_20260912_0007|p02,2,fabrication_realization,20260913,4.525892441698733,-2.061148984428835,1.0764581769331287,-0.0001734644852162,-0.6319745208643588,458.4570239440808,348.32268816212604,9.801372790587978,121.07645817693312,100.0,221.07645817693316
ring_cv_dev_20260912_0008,463.1712464454485,423.9487233437147,9.93475540871102,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06,ring_cv_dev_20260912_0008|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,463.1712464454485,423.9487233437147,9.93475540871102,120.0,100.0,220.0
ring_cv_dev_20260912_0008,463.1712464454485,423.9487233437147,9.93475540871102,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06,ring_cv_dev_20260912_0008|p01,1,fabrication_realization,20260913,-0.6871216549210457,2.789009966421529,0.493517967091835,-0.0002459638073073,-1.8318257658428632,462.4841247905274,426.7377333101362,9.93292358294518,120.49351796709183,100.0,220.49351796709183
ring_cv_dev_20260912_0008,463.1712464454485,423.9487233437147,9.93475540871102,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06,ring_cv_dev_20260912_0008|p02,2,fabrication_realization,20260913,2.119247447993827,-3.570135578473026,1.193816697721432,8.138619263579278e-05,-1.4854806475102469,465.2904938934423,420.37858776524166,9.933269928063512,121.19381669772145,100.0,221.19381669772145
ring_cv_dev_20260912_0009,435.513919572924,400.4280946485819,10.095935435333606,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00,ring_cv_dev_20260912_0009|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,435.513919572924,400.4280946485819,10.095935435333606,120.0,100.0,220.0
ring_cv_dev_20260912_0009,435.513919572924,400.4280946485819,10.095935435333606,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00,ring_cv_dev_20260912_0009|p01,1,fabrication_realization,20260913,-6.777692267100515,0.3031744929982671,-0.010779261329174,-0.0001764283884327,2.376569905559324,428.7362273058235,400.7312691415802,10.098312005239166,119.98922073867082,100.0,219.98922073867084
ring_cv_dev_20260912_0009,435.513919572924,400.4280946485819,10.095935435333606,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00,ring_cv_dev_20260912_0009|p02,2,fabrication_realization,20260913,-5.972395081262943,4.812906637791864,-1.6580492998344925,-0.000146035891718,-0.2674053417142293,429.54152449166105,405.2410012863738,10.095668029991892,118.34195070016553,100.0,218.3419507001655
ring_cv_dev_20260912_0010,465.32345673205873,387.4177975904164,9.938716227697878,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04,ring_cv_dev_20260912_0010|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,465.32345673205873,387.4177975904164,9.938716227697878,120.0,100.0,220.0
ring_cv_dev_20260912_0010,465.32345673205873,387.4177975904164,9.938716227697878,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04,ring_cv_dev_20260912_0010|p01,1,fabrication_realization,20260913,4.730817521350815,-4.3163557777059705,0.1359304926447938,0.0003545437564597,3.5004363458710444,470.0542742534095,383.1014418127105,9.942216664043748,120.1359304926448,100.0,220.1359304926448
ring_cv_dev_20260912_0010,465.32345673205873,387.4177975904164,9.938716227697878,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04,ring_cv_dev_20260912_0010|p02,2,fabrication_realization,20260913,8.863661488136884,-6.008185689059421,0.1044468446375636,0.000177993682011,-1.1132791358418104,474.1871182201956,381.409611901357,9.937602948562036,120.10444684463756,100.0,220.10444684463755
ring_cv_dev_20260912_0011,464.5237602350668,359.9347074016135,9.87781722283138,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_01,ring_cv_dev_20260912_0011|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,464.5237602350668,359.9347074016135,9.87781722283138,120.0,100.0,220.0
ring_cv_dev_20260912_0011,464.5237602350668,359.9347074016135,9.87781722283138,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_01,ring_cv_dev_20260912_0011|p01,1,fabrication_realization,20260913,0.215358507598788,-1.259716871361785,-0.0616954146248317,-6.35783573478347e-05,0.4827766066470341,464.7391187426656,358.6749905302517,9.878299999438028,119.93830458537516,100.0,219.9383045853752
ring_cv_dev_20260912_0011,464.5237602350668,359.9347074016135,9.87781722283138,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_01,ring_cv_dev_20260912_0011|p02,2,fabrication_realization,20260913,-2.4648742223086235,6.142315107095211,0.1864994360534787,-0.0001769797736029,-0.3828411173959321,462.0588860127581,366.0770225087087,9.877434381713984,120.18649943605348,100.0,220.18649943605348
ring_cv_dev_20260912_0012,465.55025182162126,378.1145700474041,9.81855980035324,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04,ring_cv_dev_20260912_0012|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,465.55025182162126,378.1145700474041,9.81855980035324,120.0,100.0,220.0
ring_cv_dev_20260912_0012,465.55025182162126,378.1145700474041,9.81855980035324,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04,ring_cv_dev_20260912_0012|p01,1,fabrication_realization,20260913,4.731090183805471,-8.847403282042125,-1.4877513442415744,0.000296760147453,2.098384624874325,470.2813420054267,369.267166765362,9.820658184978114,118.51224865575844,100.0,218.5122486557584
ring_cv_dev_20260912_0012,465.55025182162126,378.1145700474041,9.81855980035324,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04,ring_cv_dev_20260912_0012|p02,2,fabrication_realization,20260913,0.742071327476991,-4.14913018344283,-0.4819043195907289,7.847166362072815e-05,-1.8238346360109976,466.2923231490983,373.9654398639613,9.816735965717228,119.51809568040927,100.0,219.5180956804093
ring_cv_dev_20260912_0013,437.5542745360525,406.02001882514935,10.167616940160558,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00,ring_cv_dev_20260912_0013|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,437.5542745360525,406.02001882514935,10.167616940160558,120.0,100.0,220.0
ring_cv_dev_20260912_0013,437.5542745360525,406.02001882514935,10.167616940160558,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00,ring_cv_dev_20260912_0013|p01,1,fabrication_realization,20260913,2.234410618755478,4.316075041737482,0.5796492039295323,-3.342115122069582e-05,-1.3019162562321611,439.7886851548079,410.3360938668868,10.166315023904328,120.57964920392952,100.0,220.57964920392956
ring_cv_dev_20260912_0013,437.5542745360525,406.02001882514935,10.167616940160558,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00,ring_cv_dev_20260912_0013|p02,2,fabrication_realization,20260913,-6.178261368550554,3.5470487225109464,-0.8686556102635162,-7.130594982264496e-05,1.349691148782834,431.37601316750187,409.5670675476603,10.16896663130934,119.13134438973648,100.0,219.13134438973648
ring_cv_dev_20260912_0014,467.0334930553652,370.5719479898874,9.853940769118667,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01,ring_cv_dev_20260912_0014|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,467.0334930553652,370.5719479898874,9.853940769118667,120.0,100.0,220.0
ring_cv_dev_20260912_0014,467.0334930553652,370.5719479898874,9.853940769118667,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01,ring_cv_dev_20260912_0014|p01,1,fabrication_realization,20260913,0.2979670875615788,-1.2533310489672955,0.8708068367626769,-0.0001569372845994,-1.951637140172366,467.33146014292674,369.3186169409201,9.851989131978495,120.87080683676268,100.0,220.87080683676268
ring_cv_dev_20260912_0014,467.0334930553652,370.5719479898874,9.853940769118667,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01,ring_cv_dev_20260912_0014|p02,2,fabrication_realization,20260913,-4.433600149143447,5.121000909282444,0.8344554654934758,-0.0001057555348942,-0.0567793291765094,462.5998929062217,375.6929488991698,9.853883989789493,120.83445546549348,100.0,220.83445546549348
ring_cv_dev_20260912_0015,435.8826994200904,382.647244625024,9.92399463996334,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_06,ring_cv_dev_20260912_0015|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,435.8826994200904,382.647244625024,9.92399463996334,120.0,100.0,220.0
ring_cv_dev_20260912_0015,435.8826994200904,382.647244625024,9.92399463996334,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_06,ring_cv_dev_20260912_0015|p01,1,fabrication_realization,20260913,-1.836482019319367,8.586481535950881,0.7069830557251271,0.000443864306173,-2.8087925849295,434.0462174007711,391.23372616097487,9.92118584737841,120.70698305572512,100.0,220.70698305572512
ring_cv_dev_20260912_0015,435.8826994200904,382.647244625024,9.92399463996334,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_06,ring_cv_dev_20260912_0015|p02,2,fabrication_realization,20260913,-2.4852301065040225,8.2200371621977,-0.3741309713572172,0.0003546886474332,-1.5639994339743626,433.3974693135864,390.86728178722166,9.922430640529363,119.62586902864278,100.0,219.6258690286428
ring_cv_dev_20260912_0016,433.2230364821811,409.2261032212492,10.047819977134491,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04,ring_cv_dev_20260912_0016|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,433.2230364821811,409.2261032212492,10.047819977134491,120.0,100.0,220.0
ring_cv_dev_20260912_0016,433.2230364821811,409.2261032212492,10.047819977134491,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04,ring_cv_dev_20260912_0016|p01,1,fabrication_realization,20260913,13.068234355140827,-5.606266335455009,-0.4031258375041654,-1.7753463489197598e-05,0.6794253421627324,446.2912708373219,403.6198368857941,10.048499402476656,119.59687416249584,100.0,219.59687416249585
ring_cv_dev_20260912_0016,433.2230364821811,409.2261032212492,10.047819977134491,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04,ring_cv_dev_20260912_0016|p02,2,fabrication_realization,20260913,6.350324848451051,-0.994932557773392,0.4085038732639189,0.0001273734970921,0.3539414625267441,439.57336133063217,408.2311706634758,10.04817391859702,120.40850387326392,100.0,220.40850387326392
ring_cv_dev_20260912_0017,457.1899252929137,411.35969393039056,9.821107953106852,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03,ring_cv_dev_20260912_0017|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,457.1899252929137,411.35969393039056,9.821107953106852,120.0,100.0,220.0
ring_cv_dev_20260912_0017,457.1899252929137,411.35969393039056,9.821107953106852,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03,ring_cv_dev_20260912_0017|p01,1,fabrication_realization,20260913,1.0128438331159924,-2.517779372562941,-0.0171200692889543,-3.4623854208891545e-05,-0.2654253137702562,458.2027691260297,408.8419145578277,9.820842527793085,119.98287993071104,100.0,219.98287993071105
ring_cv_dev_20260912_0017,457.1899252929137,411.35969393039056,9.821107953106852,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03,ring_cv_dev_20260912_0017|p02,2,fabrication_realization,20260913,2.568076578730936,-0.5856344858866803,0.1051352205909254,-0.0001364456920313,-0.6881535442476616,459.75800187164464,410.7740594445039,9.820419799562606,120.10513522059092,100.0,220.1051352205909
ring_cv_dev_20260912_0018,437.8940326255517,363.13252708675486,9.80932560716442,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_04,ring_cv_dev_20260912_0018|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,437.8940326255517,363.13252708675486,9.80932560716442,120.0,100.0,220.0
ring_cv_dev_20260912_0018,437.8940326255517,363.13252708675486,9.80932560716442,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_04,ring_cv_dev_20260912_0018|p01,1,fabrication_realization,20260913,10.948507180484086,-4.989108030196708,0.3188991872945175,2.0694562520744542e-05,1.6463907266983993,448.8425398060358,358.1434190565582,9.810971997891118,120.31889918729452,100.0,220.3188991872945
ring_cv_dev_20260912_0018,437.8940326255517,363.13252708675486,9.80932560716442,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_04,ring_cv_dev_20260912_0018|p02,2,fabrication_realization,20260913,0.5118123924971861,-9.055369320042765,-0.1784605084441089,0.0001558585576038,0.6084196536413704,438.40584501804886,354.0771577667121,9.80993402681806,119.8215394915559,100.0,219.82153949155588
ring_cv_dev_20260912_0019,444.1674590570447,366.6204831642344,10.011234863668657,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_02,ring_cv_dev_20260912_0019|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,444.1674590570447,366.6204831642344,10.011234863668657,120.0,100.0,220.0
ring_cv_dev_20260912_0019,444.1674590570447,366.6204831642344,10.011234863668657,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_02,ring_cv_dev_20260912_0019|p01,1,fabrication_realization,20260913,-1.627199049668219,1.4528947578390237,0.4525385079554287,0.0002794793270778,-0.7465645167511784,442.5402600073765,368.0733779220734,10.010488299151906,120.45253850795542,100.0,220.45253850795544
ring_cv_dev_20260912_0019,444.1674590570447,366.6204831642344,10.011234863668657,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_02,ring_cv_dev_20260912_0019|p02,2,fabrication_realization,20260913,-1.2586262993842974,-1.039197035588077,0.2130247905287385,0.0001709740841474,-1.4006732620680622,442.9088327576604,365.5812861286463,10.009834190406588,120.21302479052872,100.0,220.21302479052875
ring_cv_dev_20260912_0020,469.239875927912,371.8753529109963,10.058892461637924,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06,ring_cv_dev_20260912_0020|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,469.239875927912,371.8753529109963,10.058892461637924,120.0,100.0,220.0
ring_cv_dev_20260912_0020,469.239875927912,371.8753529109963,10.058892461637924,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06,ring_cv_dev_20260912_0020|p01,1,fabrication_realization,20260913,-3.855878353375408,2.7173237961624244,0.1798783927251529,0.0006,0.4341255244467155,465.3839975745366,374.5926767071587,10.05932658716237,120.17987839272516,100.0,220.1798783927252
ring_cv_dev_20260912_0020,469.239875927912,371.8753529109963,10.058892461637924,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06,ring_cv_dev_20260912_0020|p02,2,fabrication_realization,20260913,0.6901844894310093,-0.8066222269456738,-0.194718082901096,3.258670065198799e-05,-0.9847874152119022,469.93006041734304,371.06873068405065,10.057907674222712,119.80528191709892,100.0,219.8052819170989
ring_cv_dev_20260912_0021,440.21587520814376,393.0060007224444,9.805727803927018,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04,ring_cv_dev_20260912_0021|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,440.21587520814376,393.0060007224444,9.805727803927018,120.0,100.0,220.0
ring_cv_dev_20260912_0021,440.21587520814376,393.0060007224444,9.805727803927018,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04,ring_cv_dev_20260912_0021|p01,1,fabrication_realization,20260913,5.683790183373124,0.2753715736202167,-0.0849846781564026,0.0003395563618487,0.4872189840620367,445.89966539151686,393.28137229606455,9.80621502291108,119.9150153218436,100.0,219.9150153218436
ring_cv_dev_20260912_0021,440.21587520814376,393.0060007224444,9.805727803927018,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04,ring_cv_dev_20260912_0021|p02,2,fabrication_realization,20260913,8.918642478351215,-6.5416252655385705,0.6159968386777147,-4.341121888185025e-05,1.6483602487502902,449.134517686495,386.46437545690577,9.80737616417577,120.61599683867772,100.0,220.6159968386777
ring_cv_dev_20260912_0022,450.3203823054113,449.4612396945585,10.043944508520484,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00,ring_cv_dev_20260912_0022|p00,0,nominal,20260913,0.0,0.0,0.0,0.0,0.0,450.3203823054113,449.4612396945585,10.043944508520484,120.0,100.0,220.0
ring_cv_dev_20260912_0022,450.3203823054113,449.4612396945585,10.043944508520484,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00,ring_cv_dev_20260912_0022|p01,1,fabrication_realization,20260913,-4.662581918613315,3.801893620987188,-0.0756599989746387,-0.0002406459370985,0.5908884774775977,445.65780038679793,453.2631333155457,10.04453539699796,119.92434000102536,100.0,219.92434000102537
ring_cv_dev_20260912_0022,450.3203823054113,449.4612396945585,10.043944508520484,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00,ring_cv_dev_20260912_0022|p02,2,fabrication_realization,20260913,0.4511682682249954,-3.743847170928748,-0.42269067951334,0.0001397642952584,-1.2443635195727507,450.77155057363626,445.71739252362977,10.04270014500091,119.57730932048666,100.0,219.57730932048665
