task,seed,split,group_id,n_points
I_photo,42,train,613624884879652964,16
I_photo,42,train,4155552024635161694,16
I_photo,42,train,17951410366048416543,16
I_photo,42,train,10893922623691634355,16
I_photo,42,train,9029148243980292461,16
I_photo,42,train,2314355766595058403,16
I_photo,42,train,13640118791446356878,16
I_photo,42,train,17485459239320075305,16
I_photo,42,train,3744802582600429992,16
I_photo,42,train,15363031408316951214,16
I_photo,42,train,3141391476646313355,16
I_photo,42,train,11032972375804727196,16
I_photo,42,train,2832837163574657009,16
I_photo,42,train,14934561482547682078,16
I_photo,42,train,6298094124542245342,16
I_photo,42,train,4747465828158748725,16
I_photo,42,train,2217437892012799629,16
I_photo,42,train,3307920528693367648,16
I_photo,42,train,6325844468188908084,16
I_photo,42,train,17319768135093042826,16
I_photo,42,train,9346093373930583656,16
I_photo,42,train,689847661215077168,16
I_photo,42,train,17938021924088880075,16
I_photo,42,validation,9314248443271035404,16
I_photo,42,validation,7464429288297915064,16
I_photo,42,validation,17451691503515762550,16
I_photo,42,validation,14682912388239781131,16
I_photo,42,validation,12935788499417564366,16
I_photo,42,validation,7884238669149658161,16
I_photo,42,validation,13806398585976261423,16
I_photo,42,validation,12882774050561771087,16
I_photo,42,validation,14082706842164037214,16
I_photo,42,validation,1633077101789385956,16
I_photo,42,validation,16069905982438259650,16
I_photo,42,validation,7069279127234648490,16
I_photo,42,validation,3262830124868165494,16
I_photo,42,validation,17533524623644286140,16
I_photo,42,validation,18058330792975761325,16
I_photo,42,validation,6898913632721408619,16
I_photo,42,calibration,3703347433873037581,16
I_photo,42,calibration,4552925917595615164,16
I_photo,42,calibration,9354198675318697548,16
I_photo,42,calibration,11854955608364436255,16
I_photo,42,calibration,5857788625354206728,16
I_photo,42,calibration,3933886296999063760,16
I_photo,42,calibration,222992878073105781,16
I_photo,42,calibration,9151669764478585745,16
I_photo,42,calibration,14219469232104377133,16
I_photo,42,calibration,10395993465976512970,16
I_photo,42,calibration,7126979072579706712,16
I_photo,42,calibration,2216844718377656366,16
I_photo,42,calibration,11587428247216890986,16
I_photo,42,calibration,13118379098420355299,16
I_photo,42,calibration,3193110456536102066,16
I_photo,42,calibration,14814234909349001472,16
I_photo,42,calibration,7167329586276071870,16
I_photo,42,calibration,3212080770719938515,16
I_photo,42,calibration,9728360064296503812,16
I_photo,42,calibration,7136007211031035799,16
I_photo,42,calibration,5355939635520617484,16
I_photo,42,calibration,2804036452383970560,16
I_photo,42,calibration,16130397955524846863,16
I_photo,42,calibration,4835108955857078241,16
I_photo,42,test,4837710515318421738,16
I_photo,42,test,3779633422659776445,16
I_photo,42,test,13161242281976296834,16
I_photo,42,test,4757004652079025251,16
I_photo,42,test,7286060296444835846,16
I_photo,42,test,17608710593314742079,16
I_photo,42,test,5942297707102508098,16
I_photo,42,test,15230833052760599040,16
I_photo,42,test,14036280195098891197,16
I_photo,42,test,8778145279652222064,16
I_photo,42,test,5302328922938549098,16
I_photo,42,test,15425818973916266975,16
I_photo,42,test,11723817789070393620,16
I_photo,42,test,13304175874445473708,16
I_photo,42,test,11723876894799191908,16
I_photo,42,test,4374302465450070181,16
