task,left_draw,right_draw,term_jaccard,test_prediction_disagreement_rmse
I_photo,7,9,0.92,0.003459626822585273
I_photo,7,10,0.8947368421052632,0.004260324429871822
I_photo,7,11,0.8701298701298701,0.008465507426770684
I_photo,7,12,0.8947368421052632,0.006129757842111082
I_photo,7,13,0.8701298701298701,0.009371053400160716
I_photo,7,14,0.92,0.0031710004106828647
I_photo,7,15,0.9459459459459459,0.0033745291037449643
I_photo,7,16,0.8947368421052632,0.005645099751163955
I_photo,7,17,0.8947368421052632,0.0042801598651302656
I_photo,7,18,0.92,0.006388099618728853
I_photo,7,19,0.8947368421052632,0.006830108459790612
I_photo,8,9,0.92,0.0033009618316455864
I_photo,8,10,0.8461538461538461,0.004992715891430993
I_photo,8,11,0.8461538461538461,0.0069546580851070966
I_photo,8,12,0.9459459459459459,0.005172457206288171
I_photo,8,13,0.8701298701298701,0.007832431915786397
I_photo,8,14,0.9459459459459459,0.0025690466532992296
I_photo,8,15,0.8947368421052632,0.0039871768799494
I_photo,8,16,0.8461538461538461,0.004747877781550909
I_photo,8,17,0.8947368421052632,0.004719568131152175
I_photo,8,18,0.8701298701298701,0.005639481670249237
I_photo,8,19,0.8701298701298701,0.005838383656233095
I_photo,9,10,0.8947368421052632,0.003434407494880945
I_photo,9,11,0.8227848101265823,0.007688376090731456
I_photo,9,12,0.92,0.005215896099784401
I_photo,9,13,0.8461538461538461,0.008753822820862917
I_photo,9,14,0.9726027397260274,0.0030466161442961924
I_photo,9,15,0.9459459459459459,0.003839766719418045
I_photo,9,16,0.8947368421052632,0.006247523631490466
I_photo,9,17,0.9459459459459459,0.0046509023824169785
I_photo,9,18,0.92,0.006821391588375539
I_photo,9,19,0.8947368421052632,0.006549745953926564
I_photo,10,11,0.8701298701298701,0.008253128239630366
I_photo,10,12,0.8701298701298701,0.005680835216902635
I_photo,10,13,0.8701298701298701,0.00912696090737191
I_photo,10,14,0.8947368421052632,0.004559794720899367
I_photo,10,15,0.8947368421052632,0.004640754533066084
I_photo,10,16,0.9726027397260274,0.006405808941708345
I_photo,10,17,0.8701298701298701,0.00520522391769606
I_photo,10,18,0.92,0.006773809938033247
I_photo,10,19,0.8461538461538461,0.007561343873473448
I_photo,11,12,0.8947368421052632,0.003928414180437469
I_photo,11,13,0.9726027397260274,0.002097473697872079
I_photo,11,14,0.8461538461538461,0.007066222943968224
I_photo,11,15,0.8461538461538461,0.00776038385935453
I_photo,11,16,0.8947368421052632,0.005777111439864244
I_photo,11,17,0.8461538461538461,0.007145792829662164
I_photo,11,18,0.8701298701298701,0.005504029859662367
I_photo,11,19,0.8461538461538461,0.004833483109480237
I_photo,12,13,0.92,0.004926896644415024
I_photo,12,14,0.9459459459459459,0.005106706254131485
I_photo,12,15,0.8947368421052632,0.005625509207234001
I_photo,12,16,0.8701298701298701,0.005626013890682844
I_photo,12,17,0.92,0.005855621437917033
I_photo,12,18,0.8947368421052632,0.005669446102736057
I_photo,12,19,0.8947368421052632,0.0045289339551066185
I_photo,13,14,0.8701298701298701,0.007840576036598166
I_photo,13,15,0.8461538461538461,0.008279118290088462
I_photo,13,16,0.8947368421052632,0.0061168524810354084
I_photo,13,17,0.8701298701298701,0.0076004683932506005
I_photo,13,18,0.8947368421052632,0.005373796013466948
I_photo,13,19,0.8461538461538461,0.0049295962008597425
I_photo,14,15,0.9459459459459459,0.001992277201382612
I_photo,14,16,0.8947368421052632,0.0046316411903916666
I_photo,14,17,0.92,0.0032118133622614222
I_photo,14,18,0.92,0.004863612622505095
I_photo,14,19,0.92,0.005268701078372538
I_photo,15,16,0.8947368421052632,0.00526695102291301
I_photo,15,17,0.8947368421052632,0.002881978240883817
I_photo,15,18,0.92,0.004991800959441575
I_photo,15,19,0.9459459459459459,0.005377255989523255
I_photo,16,17,0.8947368421052632,0.00472859312679703
I_photo,16,18,0.9459459459459459,0.0025649245477983268
I_photo,16,19,0.8461538461538461,0.005442232918743863
I_photo,17,18,0.92,0.004217060091019287
I_photo,17,19,0.8701298701298701,0.005987420090354651
I_photo,18,19,0.8701298701298701,0.004939393190218146
