task,split,group_id,n_points,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature
I_dark,train,14547390297170085011,15,1.0191682032973931e-09,2560.240612715575,475.6482256289376,41.11142736058992,291.8506686301862
I_dark,train,14934561482547682078,15,1.013177684158949e-09,2549.0982526102403,506.5025106580401,39.7132385315927,304.62183232922587
I_dark,train,15038946426069692038,15,1.2307353848142815e-09,2445.249484887284,482.48119148575233,42.87746783295031,307.55593866537106
I_dark,train,15230833052760599040,15,8.595939611542648e-10,2643.7199291480506,484.396762738386,41.95641496228942,305.9180523366615
I_dark,train,15363031408316951214,15,1.0044736023004086e-09,2276.4853940628345,486.8441992232576,38.23677890677304,298.10055132439214
I_dark,train,15425818973916266975,15,1.1154637147520875e-09,2350.383805501934,499.6014506673355,39.64774721352306,306.8220229508652
I_dark,train,15854623793106210877,15,1.0732744646319759e-09,2458.1779927472685,500.451348042105,41.29986197643443,296.3385514465405
I_dark,train,16069905982438259650,15,9.91880560193061e-10,2562.543459042286,488.1664551370801,40.47383155665718,295.6008889602198
I_dark,train,16130397955524846863,15,1.0572981218607252e-09,2430.584690541649,514.3340907827966,41.04225055349912,296.5414644902
I_dark,train,16501516911797089168,15,1.0727510291740675e-09,2408.6350240081065,515.7307920217833,36.322106531247385,300.55707391972635
I_dark,train,17234994038809733169,15,1.2225799825820127e-09,2598.953191343567,516.8045118894966,39.85430360518959,306.74502895459364
I_dark,train,17319768135093042826,15,9.118663996020179e-10,2651.95019435956,481.7408591707263,38.899871401178025,300.40158819211445
I_dark,train,17451691503515762550,15,1.08604047901988e-09,2575.5622449220923,476.6697423761544,40.75046782180591,305.2870639056014
I_dark,train,17485459239320075305,15,1.0803651442869379e-09,2531.060987167743,511.9316238370674,40.66002705988115,288.1838349540611
I_dark,train,17492872546512810480,15,9.162514515645111e-10,2366.748252214537,515.4599435910573,36.43861892729903,303.676124223718
I_dark,train,17608710593314742079,15,1.050818199825069e-09,2510.995503216453,520.189852554912,38.50508417894045,294.1262317171733
I_dark,train,17938021924088880075,15,1.0849323731926979e-09,2551.147301026894,487.27717818808753,44.82712146868644,302.5978918999191
I_dark,train,18237334030368139870,15,1.0050965165320695e-09,2414.3235243349927,515.5034020410067,40.79653471954481,301.4383600393062
I_dark,train,1906069974405082520,15,9.304065850268983e-10,2472.4930947482308,495.539662311,41.9345213676303,296.5403011366731
I_dark,train,2033506848451370756,15,8.762920771795992e-10,2597.67569731618,502.646286170094,38.978559546027874,295.06946514256083
I_dark,train,2056914843148536795,15,1.000072357945733e-09,2615.067429542859,502.8265147659643,41.97319841319997,303.92619603855775
I_dark,train,2216844718377656366,15,1.2225745089622023e-09,2432.279761567632,478.07469592026655,37.79561575023349,300.3431374384869
I_dark,train,2217437892012799629,15,9.525981103063824e-10,2521.0178569100235,513.1122387074643,39.33447860201831,299.4635962010897
I_dark,train,222992878073105781,15,8.97240116378001e-10,2315.448379676966,519.850638103925,40.31160828282909,292.8565689112594
I_dark,train,2314355766595058403,15,9.920951194363948e-10,2484.0228854962547,482.5603784265586,38.422268984819695,304.0303353891022
I_dark,train,2359625090975412513,15,1.1065063764088472e-09,2603.202340784687,488.6799605874269,40.68035124967265,296.73843693227377
I_dark,train,2832837163574657009,15,1.0574423663675307e-09,2585.038533860248,471.3266920396063,42.543125490608695,301.3994726877767
I_dark,train,2860266914913243763,15,1.0692616090001279e-09,2445.881237248077,515.6238842072526,38.37558042728467,295.9516778251947
I_dark,train,3141391476646313355,15,1.0375673846448864e-09,2379.4103992541063,496.85223216497695,39.047727684139495,305.18782525816323
I_dark,train,3212080770719938515,15,9.297325788733188e-10,2376.6983706631413,516.0358029995954,38.08606385532588,297.3563844788412
I_dark,train,3494250555080783753,15,8.584521018906483e-10,2718.2749419682723,482.1832227724541,38.88005077046229,301.691940704981
I_dark,train,3684234868495982631,15,1.1395831540373824e-09,2538.761869465952,510.72502895181066,40.87821813200619,300.974125232131
I_dark,train,3703347433873037581,15,1.0368980362030106e-09,2588.682974046272,505.298163800807,40.78433779833217,301.9145433801493
I_dark,train,3779633422659776445,15,1.0976147775803618e-09,2495.918019735696,486.14991613464105,39.05845567786759,297.2376267822416
I_dark,train,380264510751012186,15,9.89963136259949e-10,2542.7024133885266,503.0087467521194,39.0211226249472,305.0510216058231
I_dark,train,3933886296999063760,15,1.0285344586119835e-09,2525.852161033123,522.4809638175516,38.89567254871546,292.9930878390376
I_dark,train,4253972365711734043,15,1.1064539714677527e-09,2488.434465234489,500.4335716276796,41.129719458135625,288.0815978442095
I_dark,train,4261926717090881150,15,1.243555870393131e-09,2440.816535503744,483.6779599156501,38.81204244575611,302.5323056028984
I_dark,train,433422742429117681,15,9.612679185080118e-10,2493.7557151613,504.62150372842615,37.39117268896573,297.8667082132286
I_dark,train,4552925917595615164,15,1.0160850161999514e-09,2298.443581617521,494.46825331908406,37.50931802222772,308.1655826328421
I_dark,train,4747465828158748725,15,1.0789603531824067e-09,2367.1936347140645,478.9001778930339,37.12870103512795,297.3410066095633
I_dark,train,4837710515318421738,15,1.0991618704794608e-09,2475.161456337068,505.0064403774024,34.84085283436253,301.39850617403
I_dark,train,5127878088967066821,15,8.4981307882089e-10,2622.111610500832,493.1418777793542,40.32755095458103,299.70047987606006
I_dark,train,5144607327742428380,15,8.75983736068783e-10,2627.978517028968,489.37942559949954,40.91913452211564,297.20307373531364
I_dark,train,5355939635520617484,15,1.117839944989197e-09,2400.8118901118505,474.17775422532,39.11984591644459,301.1260229250646
I_dark,train,579736006479800074,15,8.979123523428992e-10,2531.360993910196,491.918494232159,35.793021097389925,308.86985058095934
I_dark,train,5857788625354206728,15,1.1037395013588123e-09,2531.0169366346463,492.6438219382251,36.10636397779454,299.96382807834965
I_dark,train,59563343903943478,15,8.8914003988915e-10,2578.309809077789,484.4641187531683,42.13424050837239,300.34884642744885
I_dark,train,603198139025932464,15,1.0352580576007263e-09,2678.9547588546675,473.131828680381,34.826156523967086,290.8089263982084
I_dark,train,6563696386679920944,15,9.60969170700449e-10,2766.6918918406623,529.8468751484584,39.61181207182135,297.3307652107198
I_dark,train,689847661215077168,15,9.136850961862703e-10,2400.1705034771794,499.3175315176618,39.85562670167986,300.93280864091923
I_dark,train,6898913632721408619,15,9.775160845782078e-10,2577.8004715918664,488.1533623282412,40.35879763032958,294.16913853899604
I_dark,train,7069279127234648490,15,9.55415883814233e-10,2578.1734587821948,522.0121395253278,38.42173874228168,293.06092698472065
I_dark,train,7126979072579706712,15,8.931040101417876e-10,2540.0923303514373,529.7791096206541,38.25394170360681,296.3367780179062
I_dark,train,7136007211031035799,15,1.0511173572717443e-09,2495.130349883853,523.8477826070769,41.27631172344517,301.59948365785385
I_dark,train,7155552337602576564,15,1.1762312017058683e-09,2610.23254556298,515.3751788116352,39.24041391228537,297.93305834844136
I_dark,train,7157631882990673600,15,9.798133860644783e-10,2446.0111249981446,493.4775434169566,39.325337668236735,299.6111127589073
I_dark,train,7286060296444835846,15,9.973807555784963e-10,2483.6702561944007,499.2076886794748,40.248277237816566,302.09732544564235
I_dark,train,7296031158140813817,15,8.058950792540601e-10,2412.212725535436,472.1154567367515,38.858183000543626,295.7855807653235
I_dark,train,7311808897764695838,15,9.756514716409811e-10,2404.497548871577,500.9208966540563,41.62971960161597,300.52976098251094
I_dark,train,7464429288297915064,15,9.32148229008894e-10,2545.124905053194,512.7371789301767,40.07870713980076,299.5411124372077
I_dark,train,7538273554073210114,15,9.220148370062531e-10,2472.3739758500788,504.5088858703008,41.28793476116813,303.0641722996054
I_dark,train,7884238669149658161,15,9.54751015148706e-10,2385.841355900724,509.52056648049273,41.08562699346509,303.58650370690776
I_dark,train,833253205382390921,15,1.0147448677929011e-09,2607.8117384734032,505.1107398178068,40.31257836583995,298.21936914217434
I_dark,train,8372103036707258832,15,8.589969950121182e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587
I_dark,train,8562678507013604755,15,9.926993823896762e-10,2332.1716999604114,489.929360905385,39.90607827400121,296.137708789732
I_dark,train,8778145279652222064,15,9.454134520298419e-10,2570.8338282332857,490.849029568548,38.28868089781682,299.0569098093356
I_dark,train,8793357247245534573,15,1.075576112436465e-09,2439.1914792405805,507.5653121861305,41.43318212059344,299.0815860986159
I_dark,train,8813459275462154891,15,9.664729913030388e-10,2627.7330466636663,506.9906344590098,40.06029068650691,301.1540677406581
I_dark,train,903425415547655004,15,9.928313705154955e-10,2556.196978076177,523.0189213691006,40.51326020590248,298.8914974420704
I_dark,train,9151669764478585745,15,1.016175641189933e-09,2547.6570837434488,498.1799092392847,42.56757336192149,293.18283111534566
I_dark,train,9184494546452176042,15,9.50582857470194e-10,2403.738957653681,492.6388454667692,37.10727035463277,300.4554170460457
I_dark,train,9216328605101287225,15,1.104689398918354e-09,2572.8324404304963,485.2307246352714,40.714467773434976,300.93677074401546
I_dark,train,9415233787243991652,15,9.634928280602635e-10,2455.009212271192,512.2369330710814,40.30940301281442,306.6726054586492
I_dark,validation,10990274489596691850,15,8.981476672986597e-10,2648.7144938153992,484.4392889131667,39.21209704786501,303.00410991721293
I_dark,validation,13640118791446356878,15,9.682475573035431e-10,2330.6047518253104,479.0686974559265,41.64371883461047,301.63426669668445
I_dark,validation,14100953261967155807,15,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453
I_dark,validation,15255519671477510073,15,1.0050101529814667e-09,2449.206992526188,478.70441149946606,40.80112322251315,299.2329513672896
I_dark,validation,17533524623644286140,15,9.581806245172891e-10,2592.420375814081,497.997415088655,37.83724802001972,293.41915116225954
I_dark,validation,17951410366048416543,15,9.63679966987411e-10,2457.046368424285,519.0454313677445,40.52844947169319,303.263443359763
I_dark,validation,18058330792975761325,15,8.836751126639038e-10,2477.068135205752,531.0701614185327,43.11434944357355,296.9231984392292
I_dark,validation,2671493380122846465,15,1.120623623770265e-09,2459.871490367434,512.0011452017391,38.21649432972869,303.56534322943094
I_dark,validation,3134241803077969267,15,1.0942344693420075e-09,2360.838758300681,491.3731844386217,39.51420947268076,305.7035776891924
I_dark,validation,3371631208540637995,15,1.0806933086411387e-09,2604.781653428076,466.5836923998952,39.33731057072893,297.69705044733973
I_dark,validation,4374302465450070181,15,1.1621717411232646e-09,2521.3696634346124,503.94444076752967,42.25069338145754,304.38892783295006
I_dark,validation,5637171177688138856,15,1.0663734802785015e-09,2646.766281337793,486.2018595083384,41.79339850063371,299.641349014439
I_dark,validation,6305389621858259219,15,1.0071535471770136e-09,2369.635821802133,538.5091665951578,40.65637295368661,296.23853018587084
I_dark,validation,6325844468188908084,15,1.006299553709699e-09,2596.53014928976,491.578961058072,40.01001805266426,305.28831051478386
I_dark,validation,7167329586276071870,15,9.67689959245767e-10,2498.119875502734,535.4265253830317,42.346830624956574,300.5747457097431
I_dark,validation,7681735671422946543,15,8.622252758820395e-10,2596.9228583838576,499.2028055441836,37.99663516660689,298.18972265332246
I_dark,calibration,11533471517763731933,15,1.006938037138553e-09,2476.033687734913,499.8883185243343,35.52248114367448,306.4489109295662
I_dark,calibration,11643629726484600332,15,9.595802013951228e-10,2610.2949574222403,489.9218602044182,42.219532217947325,302.0841812978663
I_dark,calibration,12935788499417564366,15,1.020786601528739e-09,2414.9946347184086,525.5036010755978,41.93453001893169,295.92616711681853
I_dark,calibration,13052852389533457310,15,9.58904338765352e-10,2486.667922677388,495.3304947031063,40.43386356777175,305.1954997344612
I_dark,calibration,13197426831660621428,15,8.939439783837784e-10,2330.6189292196764,529.359956175692,38.57283152042447,302.4090006102026
I_dark,calibration,13370015301709921327,15,9.344027379399094e-10,2510.734791451186,511.4018674256231,36.36815079533651,301.4558439858307
I_dark,calibration,13753303497944442308,15,1.0455070732925304e-09,2552.705145034877,518.1497095238773,37.60227540602951,298.4772867617408
I_dark,calibration,14988660033747214345,15,1.1774606839117e-09,2487.5677489208106,509.6158544320055,42.33569419095241,299.8381908200232
I_dark,calibration,15180030701036252205,15,1.0025105539620802e-09,2526.9743060678943,509.1946075584183,40.75166342427999,301.0515477079729
I_dark,calibration,16164245777420927440,15,9.596807973870107e-10,2396.380469719385,547.2442070596833,39.34847113068841,298.5552181462747
I_dark,calibration,1633077101789385956,15,8.64757430416121e-10,2613.398572092139,483.2695161383806,39.73131063338137,294.42197627514213
I_dark,calibration,16519722322841066187,15,1.0933784852654091e-09,2410.884334287086,539.0569290920441,39.62193192256099,289.3285700165644
I_dark,calibration,18026431441542812131,15,1.0308127820747194e-09,2437.7200106987866,482.5972990901911,40.648465379108416,299.4728047413536
I_dark,calibration,2447368541047246097,15,8.920412889937107e-10,2700.220283946353,481.8164609958477,41.48473029075561,294.1535226587993
I_dark,calibration,2804036452383970560,15,9.34880998874723e-10,2658.424632928369,469.5577205631138,37.334947088248434,294.43440760000914
I_dark,calibration,3262830124868165494,15,1.0882818479532783e-09,2447.508764517909,466.8571183944717,43.278933930679706,307.8168200832177
I_dark,calibration,3765765162242439701,15,1.066709170571727e-09,2302.646144768272,474.8978179470865,37.69553984942066,294.1521471075916
I_dark,calibration,4155552024635161694,15,1.0705485436227222e-09,2590.7468930890127,531.0534862964538,41.61731424149927,306.85396396460635
I_dark,calibration,4556256472297801959,15,7.516487326049726e-10,2475.0294016619155,481.8667099014746,36.16652897024234,304.10393187120707
I_dark,calibration,5302328922938549098,15,1.0284216851224184e-09,2501.257472196243,454.39559500401634,39.58517778577758,297.0863250737395
I_dark,calibration,6517130074721695667,15,8.688108546297864e-10,2646.5653288453154,498.36187777461095,39.94029005251662,299.6218359156308
I_dark,calibration,779010489516208886,15,9.16382362452114e-10,2549.3338723326283,483.7915671011157,41.484417545989686,302.7283665488111
I_dark,calibration,9029148243980292461,15,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456
I_dark,calibration,9728360064296503812,15,1.0686494239643995e-09,2589.61306441484,507.5353543611665,40.55316862193092,296.6314874710408
I_dark,test,11587428247216890986,15,1.0109417900146311e-09,2546.474062846718,483.0790058826933,38.96317500489286,311.33012415162744
I_dark,test,13149960228396626776,15,7.777840542828623e-10,2445.911024694583,482.1130919467457,41.27682283342508,300.8565986758517
I_dark,test,1367897570274288222,15,1.0060692139373963e-09,2527.3807724384133,522.7157534573084,43.167246359099664,298.50956140834
I_dark,test,13944279034983237670,15,1.000096056099185e-09,2446.239819629679,503.61049666576776,43.101977222602514,303.9832024614659
I_dark,test,18393380424088899902,15,9.74908016407874e-10,2433.9347159425315,536.1873069142775,40.58953669016749,293.2225739384997
I_dark,test,2124884718484563516,15,9.603042271636284e-10,2438.0715583385486,503.6957420101608,43.08491203323523,298.5763734449834
I_dark,test,2928394120619732261,15,9.123213222215395e-10,2625.69228411366,506.617977618184,38.92442853409919,306.1252360546967
I_dark,test,3193110456536102066,15,1.0676002138658572e-09,2409.8209682971515,478.7831941058398,39.56928699408093,298.75903253628616
I_dark,test,3392607520233113049,15,9.42387899986183e-10,2596.3418775504824,506.9916211367261,42.54178389838287,305.55199671356803
I_dark,test,3483175946691254694,15,8.89459518994858e-10,2383.601346469497,502.4892009812192,38.55163090195673,309.2198732722366
I_dark,test,3744802582600429992,15,9.725086180844783e-10,2468.017331565751,490.28733545372194,44.50977871149023,303.263152322465
I_dark,test,4106527973129540887,15,1.0203477325736783e-09,2420.870896846657,485.827773341465,41.83782044136868,301.83723728961854
I_dark,test,4757004652079025251,15,1.0727653122619132e-09,2512.3283017034155,474.34077412964,42.74916053103488,290.5746947786968
I_dark,test,4835108955857078241,15,1.089765313742217e-09,2571.102793798516,524.9230612365601,38.57048554783602,303.1708876105774
I_dark,test,6508029577517650568,15,9.89297888860932e-10,2413.8801533334354,510.75595836241,38.53132745549709,285.1813868750008
I_dark,test,9985116505034206452,15,1.018423641836786e-09,2420.2103352289205,495.3862399264609,39.18777263938059,307.5354074756815
