task,split,group_id,n_points,active_layer_length,simulation_temperature
AC_Response,train,3766308496770492318,28,38.28868089781682,299.0569098093356
AC_Response,train,385409706114037048,28,40.68035124967265,296.73843693227377
AC_Response,train,4007664404162655079,28,41.48473029075561,294.1535226587993
AC_Response,train,4365530570025844449,28,39.51420947268076,305.7035776891924
AC_Response,train,440727550293168112,28,43.08491203323523,298.5763734449834
AC_Response,train,4427417937030231446,28,41.484417545989686,302.7283665488111
AC_Response,train,4763887798637117351,28,39.21209704786501,303.00410991721293
AC_Response,train,4776793572509321654,28,43.278933930679706,307.8168200832177
AC_Response,train,4787501490018871704,28,38.55163090195673,309.2198732722366
AC_Response,train,4950770812450199952,28,40.79653471954481,301.4383600393062
AC_Response,train,5086348268569391686,28,37.12870103512795,297.3410066095633
AC_Response,train,5230745145462099467,28,38.978559546027874,295.06946514256083
AC_Response,train,5403082750804857040,28,40.648465379108416,299.4728047413536
AC_Response,train,5412796333827448456,28,39.9154735600532,295.8292447353602
AC_Response,train,5417274375214438322,28,38.88005077046229,301.691940704981
AC_Response,train,5439972880139275643,28,40.30940301281442,306.6726054586492
AC_Response,train,560255154383361061,28,40.52844947169319,303.263443359763
AC_Response,train,5730813955982425338,28,40.75166342427999,301.0515477079729
AC_Response,train,6042616877882084778,28,41.43318212059344,299.0815860986159
AC_Response,train,6183833702133835153,28,36.36815079533651,301.4558439858307
AC_Response,train,6227566288360181889,28,40.35879763032958,294.16913853899604
AC_Response,train,6308849522308401573,28,39.05845567786759,297.2376267822416
AC_Response,train,6410035451867130339,28,40.47383155665718,295.6008889602198
AC_Response,train,6431290111938284445,28,42.219532217947325,302.0841812978663
AC_Response,train,6643428527261381718,28,40.66002705988115,288.1838349540611
AC_Response,train,6763556109530919502,28,41.04225055349912,296.5414644902
AC_Response,train,6782381353331258888,28,40.55455133934368,303.4784744400111
AC_Response,train,6951561072364878352,28,36.10636397779454,299.96382807834965
AC_Response,train,6964906420694514637,28,35.52248114367448,306.4489109295662
AC_Response,train,7035166681821702163,28,38.33334239027114,293.10089722857373
AC_Response,train,7077229970648675251,28,41.64371883461047,301.63426669668445
AC_Response,train,7248124264218123782,28,42.13424050837239,300.34884642744885
AC_Response,train,7393066098584539282,28,38.08606385532588,297.3563844788412
AC_Response,train,7554141485682215590,28,38.45876893881996,290.3471581734896
AC_Response,train,7807375178238359560,28,40.58953669016749,293.2225739384997
AC_Response,train,7954056211698152112,28,40.06029068650691,301.1540677406581
AC_Response,train,8038139640542861367,28,37.99663516660689,298.18972265332246
AC_Response,train,8365660235088368164,28,39.339075937042885,294.39428351617613
AC_Response,train,8666257842429149026,28,37.69553984942066,294.1521471075916
AC_Response,train,894797089121886199,28,40.78433779833217,301.9145433801493
AC_Response,train,9058477443376137994,28,40.714467773434976,300.93677074401546
AC_Response,train,9066091246669766023,28,41.79339850063371,299.641349014439
AC_Response,train,9082082196135538154,28,41.83782044136868,301.83723728961854
AC_Response,train,9262064648931476805,28,38.858183000543626,295.7855807653235
AC_Response,train,9319956976912993182,28,40.32755095458103,299.70047987606006
AC_Response,train,9443669834932015687,28,38.57048554783602,303.1708876105774
AC_Response,train,9536545485233975021,28,39.047727684139495,305.18782525816323
AC_Response,train,959363961973256592,28,41.97319841319997,303.92619603855775
AC_Response,train,9610535940819629000,28,39.11984591644459,301.1260229250646
AC_Response,train,9731388305634911064,28,40.994373738605006,302.9961192294562
AC_Response,train,9738090587319443504,28,40.77134716523017,305.22981462209646
AC_Response,validation,1131457513323140606,28,41.61971486534147,298.1037724082114
AC_Response,validation,12484285608964576027,28,40.55316862193092,296.6314874710408
AC_Response,validation,13058981581108217973,28,38.89567254871546,292.9930878390376
AC_Response,validation,14223461640953255652,28,43.101977222602514,303.9832024614659
AC_Response,validation,14925940557847983943,28,42.09307571557734,293.4443281911712
AC_Response,validation,17007921468252437021,28,38.96317500489286,311.33012415162744
AC_Response,validation,17871160977092490614,28,40.19858533526689,297.9110382121584
AC_Response,validation,4131187287421323234,28,38.81204244575611,302.5323056028984
AC_Response,validation,4988707599086321867,28,41.29986197643443,296.3385514465405
AC_Response,validation,631923151567513377,28,41.08562699346509,303.58650370690776
AC_Response,validation,7174223208182595177,28,37.83724802001972,293.41915116225954
AC_Response,validation,7408968043820680965,28,38.50508417894045,294.1262317171733
AC_Response,validation,8469384274296772994,28,42.17824256593523,298.72995545788456
AC_Response,validation,9131232228778995290,28,39.34847113068841,298.5552181462747
AC_Response,validation,9170926497845462766,28,38.42173874228168,293.06092698472065
AC_Response,validation,9481571324980869556,28,43.40306406282464,301.888862689621
AC_Response,calibration,10318556855553405500,28,37.207464786418186,297.95471711920453
AC_Response,calibration,12404554437750077034,28,40.91913452211564,297.20307373531364
AC_Response,calibration,12408152172928847518,28,40.31257836583995,298.21936914217434
AC_Response,calibration,12671372268648671805,28,37.39117268896573,297.8667082132286
AC_Response,calibration,14932880946049592786,28,39.0211226249472,305.0510216058231
AC_Response,calibration,15638800026818411768,28,44.82712146868644,302.5978918999191
AC_Response,calibration,17008765120125666942,28,36.73791801396338,295.61725668807514
AC_Response,calibration,17394947245709734813,28,38.92442853409919,306.1252360546967
AC_Response,calibration,3939891858067812807,28,40.87821813200619,300.974125232131
AC_Response,calibration,4381028864758797162,28,39.43236728729266,296.39638250989714
AC_Response,calibration,6672923565090819279,28,38.899871401178025,300.40158819211445
AC_Response,calibration,8123982087682502409,28,42.33569419095241,299.8381908200232
AC_Response,calibration,8171303673975013206,28,41.93453001893169,295.92616711681853
AC_Response,calibration,8619026027835737365,28,38.31893407640898,299.3638589999156
AC_Response,calibration,869685322261252957,28,41.62971960161597,300.52976098251094
AC_Response,calibration,8801835938313083490,28,42.87746783295031,307.55593866537106
AC_Response,test,10133735033454427345,28,39.90607827400121,296.137708789732
AC_Response,test,10399213306103495125,28,38.422268984819695,304.0303353891022
AC_Response,test,10528525010244697505,28,39.7132385315927,304.62183232922587
AC_Response,test,11519709022772450725,28,37.50931802222772,308.1655826328421
AC_Response,test,12182933489101405014,28,38.37558042728467,295.9516778251947
AC_Response,test,14612151002491318071,28,39.62193192256099,289.3285700165644
AC_Response,test,15076552308508060508,28,35.793021097389925,308.86985058095934
AC_Response,test,15483355832083528190,28,44.50977871149023,303.263152322465
AC_Response,test,16422739178917769296,28,37.10727035463277,300.4554170460457
AC_Response,test,17395302027409890490,28,38.53132745549709,285.1813868750008
AC_Response,test,3658234560045323703,28,43.11434944357355,296.9231984392292
AC_Response,test,4365964196300360401,28,41.95641496228942,305.9180523366615
AC_Response,test,5907817959460322520,28,41.26661222078493,300.2753689300697
AC_Response,test,8115719833540228731,28,38.69622270488729,301.9657628923453
AC_Response,test,8259856114936990545,28,42.543125490608695,301.3994726877767
AC_Response,test,8406104627261355859,28,37.79561575023349,300.3431374384869
