task,split,group_id,n_points,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature
I_photo,train,1367897570274288222,16,1.0060692139373963e-09,2527.3807724384133,522.7157534573084,43.167246359099664,298.50956140834
I_photo,train,13753303497944442308,16,1.0455070732925304e-09,2552.705145034877,518.1497095238773,37.60227540602951,298.4772867617408
I_photo,train,13867644369009061341,16,9.244750759855351e-10,2606.766252024905,514.7015322051607,39.36697999872778,300.425811364213
I_photo,train,13944279034983237670,16,1.000096056099185e-09,2446.239819629679,503.61049666576776,43.101977222602514,303.9832024614659
I_photo,train,14100953261967155807,16,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453
I_photo,train,14158326663684133237,16,8.589969950121183e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587
I_photo,train,14456930291123660273,16,8.241763212999094e-10,2472.357675267654,473.84577322091,39.21856251436128,307.7679942040925
I_photo,train,14547390297170085011,16,1.0191682032973931e-09,2560.240612715575,475.6482256289376,41.11142736058992,291.8506686301862
I_photo,train,14900337288522997602,16,8.894595189948581e-10,2383.601346469497,502.4892009812192,38.55163090195673,309.2198732722366
I_photo,train,14934561482547682078,16,1.013177684158949e-09,2549.0982526102403,506.5025106580401,39.7132385315927,304.62183232922587
I_photo,train,14988660033747214345,16,1.1774606839117e-09,2487.5677489208106,509.6158544320055,42.33569419095241,299.8381908200232
I_photo,train,15038946426069692038,16,1.2307353848142815e-09,2445.249484887284,482.48119148575233,42.87746783295031,307.55593866537106
I_photo,train,15180030701036252205,16,1.0025105539620802e-09,2526.9743060678943,509.1946075584183,40.75166342427999,301.0515477079729
I_photo,train,15255519671477510073,16,1.0050101529814667e-09,2449.206992526188,478.70441149946606,40.80112322251315,299.2329513672896
I_photo,train,15321498656977851861,16,8.354324428057498e-10,2430.182491588309,507.603602235917,36.73791801396338,295.61725668807514
I_photo,train,15363031408316951214,16,1.0044736023004086e-09,2276.4853940628345,486.8441992232576,38.23677890677304,298.10055132439214
I_photo,train,15854623793106210877,16,1.0732744646319759e-09,2458.1779927472685,500.451348042105,41.29986197643443,296.3385514465405
I_photo,train,16067972581575880024,16,1.0671658198705114e-09,2444.626831258547,492.08006432381046,41.193035529790656,301.7038514591378
I_photo,train,16164245777420927440,16,9.596807973870107e-10,2396.380469719385,547.2442070596833,39.34847113068841,298.5552181462747
I_photo,train,16501516911797089168,16,1.0727510291740675e-09,2408.6350240081065,515.7307920217833,36.322106531247385,300.55707391972635
I_photo,train,16519722322841066187,16,1.0933784852654091e-09,2410.884334287086,539.0569290920441,39.62193192256099,289.3285700165644
I_photo,train,17010250892712216977,16,8.498130788208901e-10,2622.111610500832,493.1418777793542,40.32755095458103,299.70047987606006
I_photo,train,17234994038809733169,16,1.2225799825820127e-09,2598.953191343567,516.8045118894966,39.85430360518959,306.74502895459364
I_photo,train,17485459239320075305,16,1.0803651442869379e-09,2531.060987167743,511.9316238370674,40.66002705988115,288.1838349540611
I_photo,train,17492872546512810480,16,9.162514515645111e-10,2366.748252214537,515.4599435910573,36.43861892729903,303.676124223718
I_photo,train,17742838448975448100,16,9.979877857013676e-10,2496.537246315292,510.00187244466247,38.795972505421744,297.7961123434831
I_photo,train,17828501767653858999,16,1.1201765668553066e-09,2329.913862262383,487.444276821995,41.61971486534147,298.1037724082114
I_photo,train,17938021924088880075,16,1.0849323731926979e-09,2551.147301026894,487.27717818808753,44.82712146868644,302.5978918999191
I_photo,train,17951410366048416543,16,9.63679966987411e-10,2457.046368424285,519.0454313677445,40.52844947169319,303.263443359763
I_photo,train,17998554957195393918,16,9.220148370062533e-10,2472.3739758500788,504.5088858703008,41.28793476116813,303.0641722996054
I_photo,train,18026431441542812131,16,1.0308127820747194e-09,2437.7200106987866,482.5972990901911,40.648465379108416,299.4728047413536
I_photo,train,1817586599388078026,16,9.118663996020181e-10,2651.95019435956,481.7408591707263,38.899871401178025,300.40158819211445
I_photo,train,18237334030368139870,16,1.0050965165320695e-09,2414.3235243349927,515.5034020410067,40.79653471954481,301.4383600393062
I_photo,train,18393380424088899902,16,9.74908016407874e-10,2433.9347159425315,536.1873069142775,40.58953669016749,293.2225739384997
I_photo,train,1899774683894310974,16,8.599648780937922e-10,2637.8899539670565,501.9551856304757,39.90381821426863,300.9815905741297
I_photo,train,1906069974405082520,16,9.304065850268983e-10,2472.4930947482308,495.539662311,41.9345213676303,296.5403011366731
I_photo,train,2056914843148536795,16,1.000072357945733e-09,2615.067429542859,502.8265147659643,41.97319841319997,303.92619603855775
I_photo,train,2124884718484563516,16,9.603042271636284e-10,2438.0715583385486,503.6957420101608,43.08491203323523,298.5763734449834
I_photo,train,2217437892012799629,16,9.525981103063824e-10,2521.0178569100235,513.1122387074643,39.33447860201831,299.4635962010897
I_photo,train,222992878073105781,16,8.97240116378001e-10,2315.448379676966,519.850638103925,40.31160828282909,292.8565689112594
I_photo,train,2314355766595058403,16,9.920951194363948e-10,2484.0228854962547,482.5603784265586,38.422268984819695,304.0303353891022
I_photo,train,2608318726553802566,16,7.516487326049727e-10,2475.0294016619155,481.8667099014746,36.16652897024234,304.10393187120707
I_photo,train,2671493380122846465,16,1.120623623770265e-09,2459.871490367434,512.0011452017391,38.21649432972869,303.56534322943094
I_photo,train,2860266914913243763,16,1.0692616090001279e-09,2445.881237248077,515.6238842072526,38.37558042728467,295.9516778251947
I_photo,train,2928394120619732261,16,9.123213222215395e-10,2625.69228411366,506.617977618184,38.92442853409919,306.1252360546967
I_photo,train,3134241803077969267,16,1.0942344693420075e-09,2360.838758300681,491.3731844386217,39.51420947268076,305.7035776891924
I_photo,train,3141391476646313355,16,1.0375673846448864e-09,2379.4103992541063,496.85223216497695,39.047727684139495,305.18782525816323
I_photo,train,3262830124868165494,16,1.0882818479532783e-09,2447.508764517909,466.8571183944717,43.278933930679706,307.8168200832177
I_photo,train,3371631208540637995,16,1.0806933086411387e-09,2604.781653428076,466.5836923998952,39.33731057072893,297.69705044733973
I_photo,train,3392607520233113049,16,9.42387899986183e-10,2596.3418775504824,506.9916211367261,42.54178389838287,305.55199671356803
I_photo,train,3718311158208551370,16,1.0574423663675307e-09,2585.0385338602478,471.3266920396063,42.543125490608695,301.3994726877767
I_photo,train,3744802582600429992,16,9.725086180844783e-10,2468.017331565751,490.28733545372194,44.50977871149023,303.263152322465
I_photo,train,3765765162242439701,16,1.066709170571727e-09,2302.646144768272,474.8978179470865,37.69553984942066,294.1521471075916
I_photo,train,380264510751012186,16,9.89963136259949e-10,2542.7024133885266,503.0087467521194,39.0211226249472,305.0510216058231
I_photo,train,3941640731792245000,16,8.622252758820396e-10,2596.9228583838576,499.2028055441836,37.99663516660689,298.18972265332246
I_photo,train,4106527973129540887,16,1.0203477325736783e-09,2420.870896846657,485.827773341465,41.83782044136868,301.83723728961854
I_photo,train,4155552024635161694,16,1.0705485436227222e-09,2590.7468930890127,531.0534862964538,41.61731424149927,306.85396396460635
I_photo,train,4253972365711734043,16,1.1064539714677527e-09,2488.434465234489,500.4335716276796,41.129719458135625,288.0815978442095
I_photo,train,4261926717090881150,16,1.243555870393131e-09,2440.816535503744,483.6779599156501,38.81204244575611,302.5323056028984
I_photo,train,433422742429117681,16,9.612679185080118e-10,2493.7557151613,504.62150372842615,37.39117268896573,297.8667082132286
I_photo,train,4747465828158748725,16,1.0789603531824067e-09,2367.1936347140645,478.9001778930339,37.12870103512795,297.3410066095633
I_photo,train,4923072136844174441,16,9.589043387653522e-10,2486.667922677388,495.3304947031063,40.43386356777175,305.1954997344612
I_photo,train,5144607327742428380,16,8.75983736068783e-10,2627.978517028968,489.37942559949954,40.91913452211564,297.20307373531364
I_photo,train,5637171177688138856,16,1.0663734802785015e-09,2646.766281337793,486.2018595083384,41.79339850063371,299.641349014439
I_photo,train,5975315164761259228,16,8.584521018906484e-10,2718.2749419682723,482.1832227724541,38.88005077046229,301.691940704981
I_photo,train,603198139025932464,16,1.0352580576007263e-09,2678.9547588546675,473.131828680381,34.826156523967086,290.8089263982084
I_photo,train,613624884879652964,16,1.2595929862237601e-09,2354.3009197629594,499.1918367180637,40.77134716523017,305.22981462209646
I_photo,train,6305389621858259219,16,1.0071535471770136e-09,2369.635821802133,538.5091665951578,40.65637295368661,296.23853018587084
I_photo,train,6325844468188908084,16,1.006299553709699e-09,2596.53014928976,491.578961058072,40.01001805266426,305.28831051478386
I_photo,train,6445660625046026634,16,8.939439783837785e-10,2330.6189292196764,529.359956175692,38.57283152042447,302.4090006102026
I_photo,train,6508029577517650568,16,9.89297888860932e-10,2413.8801533334354,510.75595836241,38.53132745549709,285.1813868750008
I_photo,train,6563696386679920944,16,9.60969170700449e-10,2766.6918918406623,529.8468751484584,39.61181207182135,297.3307652107198
I_photo,train,689847661215077168,16,9.136850961862703e-10,2400.1705034771794,499.3175315176618,39.85562670167986,300.93280864091923
I_photo,train,701176257186104414,16,1.1942019403763875e-09,2464.5026025880397,490.2741317287723,40.32854625878799,294.3650499716886
I_photo,train,7069279127234648490,16,9.55415883814233e-10,2578.1734587821948,522.0121395253278,38.42173874228168,293.06092698472065
I_photo,train,7155552337602576564,16,1.1762312017058683e-09,2610.23254556298,515.3751788116352,39.24041391228537,297.93305834844136
I_photo,train,7157631882990673600,16,9.798133860644783e-10,2446.0111249981446,493.4775434169566,39.325337668236735,299.6111127589073
I_photo,train,7311808897764695838,16,9.756514716409811e-10,2404.497548871577,500.9208966540563,41.62971960161597,300.52976098251094
I_photo,train,779010489516208886,16,9.16382362452114e-10,2549.3338723326283,483.7915671011157,41.484417545989686,302.7283665488111
I_photo,train,833253205382390921,16,1.0147448677929011e-09,2607.8117384734032,505.1107398178068,40.31257836583995,298.21936914217434
I_photo,train,8350047281118754182,16,8.762920771795993e-10,2597.67569731618,502.646286170094,38.978559546027874,295.06946514256083
I_photo,train,83604199328648122,16,8.979123523428993e-10,2531.360993910196,491.918494232159,35.793021097389925,308.86985058095934
I_photo,train,8793357247245534573,16,1.075576112436465e-09,2439.1914792405805,507.5653121861305,41.43318212059344,299.0815860986159
I_photo,train,8813459275462154891,16,9.664729913030388e-10,2627.7330466636663,506.9906344590098,40.06029068650691,301.1540677406581
I_photo,train,8983721502104056904,16,1.0368980362030106e-09,2588.6829740462717,505.298163800807,40.78433779833217,301.9145433801493
I_photo,train,9029148243980292461,16,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456
I_photo,train,903425415547655004,16,9.928313705154955e-10,2556.196978076177,523.0189213691006,40.51326020590248,298.8914974420704
I_photo,train,9184494546452176042,16,9.50582857470194e-10,2403.738957653681,492.6388454667692,37.10727035463277,300.4554170460457
I_photo,train,9216328605101287225,16,1.104689398918354e-09,2572.8324404304963,485.2307246352714,40.714467773434976,300.93677074401546
I_photo,train,9415233787243991652,16,9.634928280602635e-10,2455.009212271192,512.2369330710814,40.30940301281442,306.6726054586492
I_photo,train,9926494779442671597,16,1.0686494239643995e-09,2589.6130644148398,507.5353543611665,40.55316862193092,296.6314874710408
I_photo,train,9985116505034206452,16,1.018423641836786e-09,2420.2103352289205,495.3862399264609,39.18777263938059,307.5354074756815
I_photo,validation,12521643127219213191,16,8.981476672986598e-10,2648.7144938153992,484.4392889131667,39.21209704786501,303.00410991721293
I_photo,validation,12882774050561771087,16,1.1421949243104863e-09,2464.085688286918,515.1290966367517,40.96326376678826,298.8654192354596
I_photo,validation,13304175874445473708,16,9.663377701466595e-10,2642.527368087266,478.3559331791431,43.40306406282464,301.888862689621
I_photo,validation,14219469232104377133,16,9.570305915597544e-10,2609.011101819734,467.3507151496423,38.45876893881996,290.3471581734896
I_photo,validation,15230833052760599040,16,8.595939611542648e-10,2643.7199291480506,484.396762738386,41.95641496228942,305.9180523366615
I_photo,validation,15425818973916266975,16,1.1154637147520875e-09,2350.383805501934,499.6014506673355,39.64774721352306,306.8220229508652
I_photo,validation,16130397955524846863,16,1.0572981218607252e-09,2430.584690541649,514.3340907827966,41.04225055349912,296.5414644902
I_photo,validation,17608710593314742079,16,1.050818199825069e-09,2510.995503216453,520.189852554912,38.50508417894045,294.1262317171733
I_photo,validation,2804036452383970560,16,9.34880998874723e-10,2658.424632928369,469.5577205631138,37.334947088248434,294.43440760000914
I_photo,validation,3212080770719938515,16,9.297325788733188e-10,2376.6983706631413,516.0358029995954,38.08606385532588,297.3563844788412
I_photo,validation,3779633422659776445,16,1.0976147775803618e-09,2495.918019735696,486.14991613464105,39.05845567786759,297.2376267822416
I_photo,validation,3933886296999063760,16,1.0285344586119835e-09,2525.852161033123,522.4809638175516,38.89567254871546,292.9930878390376
I_photo,validation,4757004652079025251,16,1.0727653122619132e-09,2512.3283017034155,474.34077412964,42.74916053103488,290.5746947786968
I_photo,validation,4835108955857078241,16,1.089765313742217e-09,2571.102793798516,524.9230612365601,38.57048554783602,303.1708876105774
I_photo,validation,5355939635520617484,16,1.117839944989197e-09,2400.8118901118505,474.17775422532,39.11984591644459,301.1260229250646
I_photo,validation,8778145279652222064,16,9.454134520298419e-10,2570.8338282332857,490.849029568548,38.28868089781682,299.0569098093356
I_photo,calibration,10395993465976512970,16,9.371440517713595e-10,2524.6000862506294,475.6202290123848,40.994373738605006,302.9961192294562
I_photo,calibration,12935788499417564366,16,1.020786601528739e-09,2414.9946347184086,525.5036010755978,41.93453001893169,295.92616711681853
I_photo,calibration,13161242281976296834,16,1.1425395479879979e-09,2554.3812528255967,503.27354733950745,40.19858533526689,297.9110382121584
I_photo,calibration,13806398585976261423,16,9.308015570351787e-10,2751.659002613549,471.438867720947,38.31893407640898,299.3638589999156
I_photo,calibration,17451691503515762550,16,1.08604047901988e-09,2575.5622449220923,476.6697423761544,40.75046782180591,305.2870639056014
I_photo,calibration,17533524623644286140,16,9.581806245172891e-10,2592.420375814081,497.997415088655,37.83724802001972,293.41915116225954
I_photo,calibration,18058330792975761325,16,8.836751126639038e-10,2477.068135205752,531.0701614185327,43.11434944357355,296.9231984392292
I_photo,calibration,4374302465450070181,16,1.1621717411232646e-09,2521.3696634346124,503.94444076752967,42.25069338145754,304.38892783295006
I_photo,calibration,4552925917595615164,16,1.0160850161999514e-09,2298.443581617521,494.46825331908406,37.50931802222772,308.1655826328421
I_photo,calibration,4837710515318421738,16,1.0991618704794608e-09,2475.161456337068,505.0064403774024,34.84085283436253,301.39850617403
I_photo,calibration,5724979730960255193,16,1.0272364839515194e-09,2572.148319494551,521.8227614311556,39.43236728729266,296.39638250989714
I_photo,calibration,6700020343659689778,16,8.058950792540602e-10,2412.212725535436,472.1154567367515,38.858183000543626,295.7855807653235
I_photo,calibration,6898913632721408619,16,9.775160845782078e-10,2577.8004715918664,488.1533623282412,40.35879763032958,294.16913853899604
I_photo,calibration,7126979072579706712,16,8.931040101417876e-10,2540.0923303514373,529.7791096206541,38.25394170360681,296.3367780179062
I_photo,calibration,7884238669149658161,16,9.54751015148706e-10,2385.841355900724,509.52056648049273,41.08562699346509,303.58650370690776
I_photo,calibration,9151669764478585745,16,1.016175641189933e-09,2547.6570837434488,498.1799092392847,42.56757336192149,293.18283111534566
I_photo,test,11723817789070393620,16,1.058962492367367e-09,2306.068264987093,513.3151002778768,40.55455133934368,303.4784744400111
I_photo,test,11854955608364436255,16,9.431291378149591e-10,2617.847164727645,540.4486468445567,38.69622270488729,301.9657628923453
I_photo,test,12688513743262729881,16,9.676899592457672e-10,2498.119875502734,535.4265253830317,42.346830624956574,300.5747457097431
I_photo,test,14082706842164037214,16,1.011801650795657e-09,2503.197375042157,521.464297637573,42.04226242943757,288.6545802497056
I_photo,test,16069905982438259650,16,9.91880560193061e-10,2562.543459042286,488.1664551370801,40.47383155665718,295.6008889602198
I_photo,test,1633077101789385956,16,8.64757430416121e-10,2613.398572092139,483.2695161383806,39.73131063338137,294.42197627514213
I_photo,test,2216844718377656366,16,1.2225745089622023e-09,2432.279761567632,478.07469592026655,37.79561575023349,300.3431374384869
I_photo,test,3193110456536102066,16,1.0676002138658572e-09,2409.8209682971515,478.7831941058398,39.56928699408093,298.75903253628616
I_photo,test,3582643151225280662,16,8.920412889937108e-10,2700.220283946353,481.8164609958477,41.48473029075561,294.1535226587993
I_photo,test,5302328922938549098,16,1.0284216851224184e-09,2501.257472196243,454.39559500401634,39.58517778577758,297.0863250737395
I_photo,test,5857788625354206728,16,1.1037395013588123e-09,2531.0169366346463,492.6438219382251,36.10636397779454,299.96382807834965
I_photo,test,7136007211031035799,16,1.0511173572717443e-09,2495.130349883853,523.8477826070769,41.27631172344517,301.59948365785385
I_photo,test,7286060296444835846,16,9.973807555784963e-10,2483.6702561944007,499.2076886794748,40.248277237816566,302.09732544564235
I_photo,test,7464429288297915064,16,9.32148229008894e-10,2545.124905053194,512.7371789301767,40.07870713980076,299.5411124372077
I_photo,test,7688407555321876121,16,8.688108546297865e-10,2646.5653288453154,498.36187777461095,39.94029005251662,299.6218359156308
I_photo,test,8472962166179057235,16,1.1065063764088474e-09,2603.202340784687,488.6799605874269,40.68035124967265,296.73843693227377
