dark_voltage,dark_current,light_voltage,light_current,frequency_ghz,ac_response_db,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature,bandwidth_bias,temperature,_source_file
,,,,7.943282347242822,-3.664270708202488,1.066709170571727e-09,2302.646144768272,474.8978179470865,37.69553984942066,294.1521471075916,-3.0,300.0,trap_assisted_recomb_A_1.07e-09_ge_sio2_recomb_velocity_2302.65_ge_si_recomb_velocity_474.90_active_layer_length_37.70_simulation_temperature_294.15
,,,,19.952623149688822,-5.77993313832772,1.0976147775803618e-09,2495.918019735696,486.14991613464105,39.05845567786759,297.2376267822416,-3.0,300.0,trap_assisted_recomb_A_1.10e-09_ge_sio2_recomb_velocity_2495.92_ge_si_recomb_velocity_486.15_active_layer_length_39.06_simulation_temperature_297.24
,,,,10.0,-4.018730458864374,1.1065063764088474e-09,2603.202340784687,488.6799605874269,40.68035124967265,296.73843693227377,-3.0,300.0,trap_assisted_recomb_A_1.11e-09_ge_sio2_recomb_velocity_2603.20_ge_si_recomb_velocity_488.68_active_layer_length_40.68_simulation_temperature_296.74
-1.8,3.355531979042497e-07,-1.8,0.0005020171428089,0.7943282347242822,-0.2522012257778881,9.32148229008894e-10,2545.124905053194,512.7371789301767,40.07870713980076,299.5411124372077,-3.0,300.0,trap_assisted_recomb_A_9.32e-10_ge_sio2_recomb_velocity_2545.12_ge_si_recomb_velocity_512.74_active_layer_length_40.08_simulation_temperature_299.54
-2.6,5.295061717381085e-07,-2.6,0.0005229389415909,1.9952623149688828,-1.1448100461999209,1.08604047901988e-09,2575.5622449220923,476.6697423761544,40.75046782180591,305.2870639056014,-3.0,300.0,trap_assisted_recomb_A_1.09e-09_ge_sio2_recomb_velocity_2575.56_ge_si_recomb_velocity_476.67_active_layer_length_40.75_simulation_temperature_305.29
,,,,6.309573444801943,-3.1193375851043363,1.2307353848142815e-09,2445.249484887284,482.48119148575233,42.87746783295031,307.55593866537106,-3.0,300.0,trap_assisted_recomb_A_1.23e-09_ge_sio2_recomb_velocity_2445.25_ge_si_recomb_velocity_482.48_active_layer_length_42.88_simulation_temperature_307.56
-0.4,2.412278125986495e-07,-0.4,0.0004701718425827,0.1584893192461111,-0.0064258529577865,9.595802013951228e-10,2610.2949574222403,489.9218602044182,42.219532217947325,302.0841812978663,-3.0,300.0,trap_assisted_recomb_A_9.60e-10_ge_sio2_recomb_velocity_2610.29_ge_si_recomb_velocity_489.92_active_layer_length_42.22_simulation_temperature_302.08
,,,,7.943282347242822,-3.5133387972006718,1.0574423663675307e-09,2585.0385338602478,471.3266920396063,42.543125490608695,301.3994726877767,-3.0,300.0,trap_assisted_recomb_A_1.06e-09_ge_sio2_recomb_velocity_2585.04_ge_si_recomb_velocity_471.33_active_layer_length_42.54_simulation_temperature_301.40
-0.4,2.625563575969008e-07,-0.4,0.0004589725326197,0.1584893192461111,-0.0068220038473402,9.89963136259949e-10,2542.7024133885266,503.0087467521194,39.0211226249472,305.0510216058231,-3.0,300.0,trap_assisted_recomb_A_9.90e-10_ge_sio2_recomb_velocity_2542.70_ge_si_recomb_velocity_503.01_active_layer_length_39.02_simulation_temperature_305.05
-1.8,3.115189702130752e-07,-1.8,0.0005105915386486,0.7943282347242822,-0.2452911706501082,1.0147448677929011e-09,2607.8117384734032,505.1107398178068,40.31257836583995,298.21936914217434,-3.0,300.0,trap_assisted_recomb_A_1.01e-09_ge_sio2_recomb_velocity_2607.81_ge_si_recomb_velocity_505.11_active_layer_length_40.31_simulation_temperature_298.22
,,,,6.309573444801943,-3.1253991164252675,1.032683367538443e-09,2526.170348943833,478.8149532207128,42.09307571557734,293.4443281911712,-3.0,300.0,trap_assisted_recomb_A_1.03e-09_ge_sio2_recomb_velocity_2526.17_ge_si_recomb_velocity_478.81_active_layer_length_42.09_simulation_temperature_293.44
,,,,12.589254117941662,-4.654552081189124,1.0352580576007263e-09,2678.9547588546675,473.131828680381,34.826156523967086,290.8089263982084,-3.0,300.0,trap_assisted_recomb_A_1.04e-09_ge_sio2_recomb_velocity_2678.95_ge_si_recomb_velocity_473.13_active_layer_length_34.83_simulation_temperature_290.81
-1.2000000000000002,4.593667489953984e-07,-1.2000000000000002,0.0004956883134727,0.3981071705534968,-0.068007265552926,8.979123523428993e-10,2531.360993910196,491.918494232159,35.793021097389925,308.86985058095934,-3.0,300.0,trap_assisted_recomb_A_8.98e-10_ge_sio2_recomb_velocity_2531.36_ge_si_recomb_velocity_491.92_active_layer_length_35.79_simulation_temperature_308.87
-0.4,1.7863354158516944e-07,-0.4,0.0004515621945089,0.1584893192461111,-0.0073009001558177,1.0991618704794608e-09,2475.161456337068,505.0064403774024,34.84085283436253,301.39850617403,-3.0,300.0,trap_assisted_recomb_A_1.10e-09_ge_sio2_recomb_velocity_2475.16_ge_si_recomb_velocity_505.01_active_layer_length_34.84_simulation_temperature_301.40
,,,,39.81071705534969,-6.534372521371177,1.0368980362030106e-09,2588.6829740462717,505.298163800807,40.78433779833217,301.9145433801493,-3.0,300.0,trap_assisted_recomb_A_1.04e-09_ge_sio2_recomb_velocity_2588.68_ge_si_recomb_velocity_505.30_active_layer_length_40.78_simulation_temperature_301.91
,,,,39.81071705534969,-7.088433260420366,8.220747042076197e-10,2489.354974528123,536.8974000619587,36.589080383233394,294.68809277779184,-3.0,300.0,trap_assisted_recomb_A_8.22e-10_ge_sio2_recomb_velocity_2489.35_ge_si_recomb_velocity_536.90_active_layer_length_36.59_simulation_temperature_294.69
-1.4,3.629731348687504e-07,-1.4,0.000490798760157,0.5011872336272715,-0.0988255274758567,8.584521018906484e-10,2718.2749419682723,482.1832227724541,38.88005077046229,301.691940704981,-3.0,300.0,trap_assisted_recomb_A_8.58e-10_ge_sio2_recomb_velocity_2718.27_ge_si_recomb_velocity_482.18_active_layer_length_38.88_simulation_temperature_301.69
,,,,12.589254117941662,-4.6362773299209215,1.0285344586119835e-09,2525.852161033123,522.4809638175516,38.89567254871546,292.9930878390376,-3.0,300.0,trap_assisted_recomb_A_1.03e-09_ge_sio2_recomb_velocity_2525.85_ge_si_recomb_velocity_522.48_active_layer_length_38.90_simulation_temperature_292.99
,,,,5.011872336272715,-2.6722156690410093,1.0060692139373963e-09,2527.3807724384133,522.7157534573084,43.167246359099664,298.50956140834,-3.0,300.0,trap_assisted_recomb_A_1.01e-09_ge_sio2_recomb_velocity_2527.38_ge_si_recomb_velocity_522.72_active_layer_length_43.17_simulation_temperature_298.51
-0.2,1.1970111105590473e-07,-0.2,0.0004471305247262,0.1258925411794166,-0.002601936591319,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453,-3.0,300.0,trap_assisted_recomb_A_8.76e-10_ge_sio2_recomb_velocity_2554.79_ge_si_recomb_velocity_492.83_active_layer_length_37.21_simulation_temperature_297.95
-2.2,3.0907625040471e-07,-2.2,0.0005030269978067,1.2589254117941662,-0.5768613454935596,1.0455070732925304e-09,2552.705145034877,518.1497095238773,37.60227540602951,298.4772867617408,-3.0,300.0,trap_assisted_recomb_A_1.05e-09_ge_sio2_recomb_velocity_2552.71_ge_si_recomb_velocity_518.15_active_layer_length_37.60_simulation_temperature_298.48
-0.6000000000000001,2.342329213450809e-07,-0.6000000000000001,0.0004658841424246,0.1995262314968882,-0.0125265284462738,8.688108546297865e-10,2646.5653288453154,498.36187777461095,39.94029005251662,299.6218359156308,-3.0,300.0,trap_assisted_recomb_A_8.69e-10_ge_sio2_recomb_velocity_2646.57_ge_si_recomb_velocity_498.36_active_layer_length_39.94_simulation_temperature_299.62
-0.2,2.232059240191632e-07,-0.2,0.0004507676741481,0.1258925411794166,-0.0027199550510252,1.018423641836786e-09,2420.2103352289205,495.3862399264609,39.18777263938059,307.5354074756815,-3.0,300.0,trap_assisted_recomb_A_1.02e-09_ge_sio2_recomb_velocity_2420.21_ge_si_recomb_velocity_495.39_active_layer_length_39.19_simulation_temperature_307.54
-0.8,2.840595256074463e-07,-0.8,0.0004729172645478,0.2511886431509582,-0.0232215214884126,9.431291378149591e-10,2617.847164727645,540.4486468445567,38.69622270488729,301.9657628923453,-3.0,300.0,trap_assisted_recomb_A_9.43e-10_ge_sio2_recomb_velocity_2617.85_ge_si_recomb_velocity_540.45_active_layer_length_38.70_simulation_temperature_301.97
,,,,15.848931924611108,-4.968299820490637,8.599648780937922e-10,2637.8899539670565,501.9551856304757,39.90381821426863,300.9815905741297,-3.0,300.0,trap_assisted_recomb_A_8.60e-10_ge_sio2_recomb_velocity_2637.89_ge_si_recomb_velocity_501.96_active_layer_length_39.90_simulation_temperature_300.98
,,,,5.011872336272715,-2.6770254901542168,9.123213222215395e-10,2625.69228411366,506.617977618184,38.92442853409919,306.1252360546967,-3.0,300.0,trap_assisted_recomb_A_9.12e-10_ge_sio2_recomb_velocity_2625.69_ge_si_recomb_velocity_506.62_active_layer_length_38.92_simulation_temperature_306.13
,,,,6.309573444801943,-3.1156597198920526,1.2225799825820127e-09,2598.953191343567,516.8045118894966,39.85430360518959,306.74502895459364,-3.0,300.0,trap_assisted_recomb_A_1.22e-09_ge_sio2_recomb_velocity_2598.95_ge_si_recomb_velocity_516.80_active_layer_length_39.85_simulation_temperature_306.75
-2.2,3.1854971186217945e-07,-2.2,0.0005027257292217,1.2589254117941662,-0.612200982663734,1.1037395013588123e-09,2531.0169366346463,492.6438219382251,36.10636397779454,299.96382807834965,-3.0,300.0,trap_assisted_recomb_A_1.10e-09_ge_sio2_recomb_velocity_2531.02_ge_si_recomb_velocity_492.64_active_layer_length_36.11_simulation_temperature_299.96
,,,,12.589254117941662,-4.469334321256114,1.058962492367367e-09,2306.068264987093,513.3151002778768,40.55455133934368,303.4784744400111,-3.0,300.0,trap_assisted_recomb_A_1.06e-09_ge_sio2_recomb_velocity_2306.07_ge_si_recomb_velocity_513.32_active_layer_length_40.55_simulation_temperature_303.48
,,,,3.981071705534969,-2.3535331435361777,9.612679185080118e-10,2493.7557151613,504.62150372842615,37.39117268896573,297.8667082132286,-3.0,300.0,trap_assisted_recomb_A_9.61e-10_ge_sio2_recomb_velocity_2493.76_ge_si_recomb_velocity_504.62_active_layer_length_37.39_simulation_temperature_297.87
,,,,3.981071705534969,-2.3069995173917963,9.570305915597544e-10,2609.011101819734,467.3507151496423,38.45876893881996,290.3471581734896,-3.0,300.0,trap_assisted_recomb_A_9.57e-10_ge_sio2_recomb_velocity_2609.01_ge_si_recomb_velocity_467.35_active_layer_length_38.46_simulation_temperature_290.35
-1.8,2.8564025407651305e-07,-1.8,0.0005146119846551,0.7943282347242822,-0.2513203104089144,9.304065850268983e-10,2472.4930947482308,495.539662311,41.9345213676303,296.5403011366731,-3.0,300.0,trap_assisted_recomb_A_9.30e-10_ge_sio2_recomb_velocity_2472.49_ge_si_recomb_velocity_495.54_active_layer_length_41.93_simulation_temperature_296.54
,,,,25.11886431509582,-6.3909841573539605,9.91880560193061e-10,2562.543459042286,488.1664551370801,40.47383155665718,295.6008889602198,-3.0,300.0,trap_assisted_recomb_A_9.92e-10_ge_sio2_recomb_velocity_2562.54_ge_si_recomb_velocity_488.17_active_layer_length_40.47_simulation_temperature_295.60
,,,,19.952623149688822,-5.779250372344981,1.0044736023004086e-09,2276.4853940628345,486.8441992232576,38.23677890677304,298.10055132439214,-3.0,300.0,trap_assisted_recomb_A_1.00e-09_ge_sio2_recomb_velocity_2276.49_ge_si_recomb_velocity_486.84_active_layer_length_38.24_simulation_temperature_298.10
-2.2,2.770718755784506e-07,-2.2,0.0005288165854216,1.2589254117941662,-0.5925493099502831,1.0071535471770136e-09,2369.635821802133,538.5091665951578,40.65637295368661,296.23853018587084,-3.0,300.0,trap_assisted_recomb_A_1.01e-09_ge_sio2_recomb_velocity_2369.64_ge_si_recomb_velocity_538.51_active_layer_length_40.66_simulation_temperature_296.24
-2.2,3.6135574549200933e-07,-2.2,0.0005176922326268,1.2589254117941662,-0.5889251046835069,1.1774606839117e-09,2487.5677489208106,509.6158544320055,42.33569419095241,299.8381908200232,-3.0,300.0,trap_assisted_recomb_A_1.18e-09_ge_sio2_recomb_velocity_2487.57_ge_si_recomb_velocity_509.62_active_layer_length_42.34_simulation_temperature_299.84
,,,,15.848931924611108,-5.191854948362763,1.0676002138658572e-09,2409.8209682971515,478.7831941058398,39.56928699408093,298.75903253628616,-3.0,300.0,trap_assisted_recomb_A_1.07e-09_ge_sio2_recomb_velocity_2409.82_ge_si_recomb_velocity_478.78_active_layer_length_39.57_simulation_temperature_298.76
-0.6000000000000001,2.1446444021776589e-07,-0.6000000000000001,0.0004833615042866,0.1995262314968882,-0.0132940999788965,1.0050101529814667e-09,2449.206992526188,478.70441149946606,40.80112322251315,299.2329513672896,-3.0,300.0,trap_assisted_recomb_A_1.01e-09_ge_sio2_recomb_velocity_2449.21_ge_si_recomb_velocity_478.70_active_layer_length_40.80_simulation_temperature_299.23
,,,,15.848931924611108,-5.099225219309544,1.0511173572717443e-09,2495.130349883853,523.8477826070769,41.27631172344517,301.59948365785385,-3.0,300.0,trap_assisted_recomb_A_1.05e-09_ge_sio2_recomb_velocity_2495.13_ge_si_recomb_velocity_523.85_active_layer_length_41.28_simulation_temperature_301.60
-1.6,2.0235769546615105e-07,-1.6,0.0005000234846365,0.6309573444801944,-0.1644952292713436,1.0285344586119835e-09,2525.852161033123,522.4809638175516,38.89567254871546,292.9930878390376,-3.0,300.0,trap_assisted_recomb_A_1.03e-09_ge_sio2_recomb_velocity_2525.85_ge_si_recomb_velocity_522.48_active_layer_length_38.90_simulation_temperature_292.99
0.0,0.0,0.0,0.000450752294558,0.1,0.0,8.97240116378001e-10,2315.448379676966,519.850638103925,40.31160828282909,292.8565689112594,-3.0,300.0,trap_assisted_recomb_A_8.97e-10_ge_sio2_recomb_velocity_2315.45_ge_si_recomb_velocity_519.85_active_layer_length_40.31_simulation_temperature_292.86
-1.2000000000000002,3.54397617224399e-07,-1.2000000000000002,0.0004837260160309,0.3981071705534968,-0.0670600006475204,7.516487326049727e-10,2475.0294016619155,481.8667099014746,36.16652897024234,304.10393187120707,-3.0,300.0,trap_assisted_recomb_A_7.52e-10_ge_sio2_recomb_velocity_2475.03_ge_si_recomb_velocity_481.87_active_layer_length_36.17_simulation_temperature_304.10
-1.4,2.705876355893791e-07,-1.4,0.0005051126131241,0.5011872336272715,-0.1072420379639883,9.596807973870107e-10,2396.380469719385,547.2442070596833,39.34847113068841,298.5552181462747,-3.0,300.0,trap_assisted_recomb_A_9.60e-10_ge_sio2_recomb_velocity_2396.38_ge_si_recomb_velocity_547.24_active_layer_length_39.35_simulation_temperature_298.56
-0.8,2.50698764175626e-07,-0.8,0.0004656724925077,0.2511886431509582,-0.024212822852283,9.344027379399094e-10,2510.734791451186,511.4018674256231,36.36815079533651,301.4558439858307,-3.0,300.0,trap_assisted_recomb_A_9.34e-10_ge_sio2_recomb_velocity_2510.73_ge_si_recomb_velocity_511.40_active_layer_length_36.37_simulation_temperature_301.46
-1.8,3.0142292642648626e-07,-1.8,0.0004933373293545,0.7943282347242822,-0.2783595897994346,1.0727510291740675e-09,2408.6350240081065,515.7307920217833,36.322106531247385,300.55707391972635,-3.0,300.0,trap_assisted_recomb_A_1.07e-09_ge_sio2_recomb_velocity_2408.64_ge_si_recomb_velocity_515.73_active_layer_length_36.32_simulation_temperature_300.56
,,,,25.11886431509582,-6.44293207519668,1.016175641189933e-09,2547.6570837434488,498.1799092392847,42.56757336192149,293.18283111534566,-3.0,300.0,trap_assisted_recomb_A_1.02e-09_ge_sio2_recomb_velocity_2547.66_ge_si_recomb_velocity_498.18_active_layer_length_42.57_simulation_temperature_293.18
-1.0,2.469439905379054e-07,-1.0,0.0004857033650172,0.3162277660168379,-0.0375989027925734,8.75983736068783e-10,2627.978517028968,489.37942559949954,40.91913452211564,297.20307373531364,-3.0,300.0,trap_assisted_recomb_A_8.76e-10_ge_sio2_recomb_velocity_2627.98_ge_si_recomb_velocity_489.38_active_layer_length_40.92_simulation_temperature_297.20
,,,,6.309573444801943,-3.2356417991554127,1.1037395013588123e-09,2531.0169366346463,492.6438219382251,36.10636397779454,299.96382807834965,-3.0,300.0,trap_assisted_recomb_A_1.10e-09_ge_sio2_recomb_velocity_2531.02_ge_si_recomb_velocity_492.64_active_layer_length_36.11_simulation_temperature_299.96
-2.8000000000000003,3.334642900027772e-07,-2.8000000000000003,0.0005195202819984,2.511886431509582,-1.4916065290817404,1.1762312017058683e-09,2610.23254556298,515.3751788116352,39.24041391228537,297.93305834844136,-3.0,300.0,trap_assisted_recomb_A_1.18e-09_ge_sio2_recomb_velocity_2610.23_ge_si_recomb_velocity_515.38_active_layer_length_39.24_simulation_temperature_297.93
-0.2,1.3426757104169133e-07,-0.2,0.0004581576856861,0.1258925411794166,-0.0026946268274685,1.075576112436465e-09,2439.1914792405805,507.5653121861305,41.43318212059344,299.0815860986159,-3.0,300.0,trap_assisted_recomb_A_1.08e-09_ge_sio2_recomb_velocity_2439.19_ge_si_recomb_velocity_507.57_active_layer_length_41.43_simulation_temperature_299.08
,,,,6.309573444801943,-3.193874014998902,1.0789603531824067e-09,2367.1936347140645,478.9001778930339,37.12870103512795,297.3410066095633,-3.0,300.0,trap_assisted_recomb_A_1.08e-09_ge_sio2_recomb_velocity_2367.19_ge_si_recomb_velocity_478.90_active_layer_length_37.13_simulation_temperature_297.34
,,,,3.981071705534969,-2.308957331918224,1.08604047901988e-09,2575.5622449220923,476.6697423761544,40.75046782180591,305.2870639056014,-3.0,300.0,trap_assisted_recomb_A_1.09e-09_ge_sio2_recomb_velocity_2575.56_ge_si_recomb_velocity_476.67_active_layer_length_40.75_simulation_temperature_305.29
-0.4,1.4982193935419264e-07,-0.4,0.0004762243927836,0.1584893192461111,-0.0067312155421632,1.020786601528739e-09,2414.9946347184086,525.5036010755978,41.93453001893169,295.92616711681853,-3.0,300.0,trap_assisted_recomb_A_1.02e-09_ge_sio2_recomb_velocity_2414.99_ge_si_recomb_velocity_525.50_active_layer_length_41.93_simulation_temperature_295.93
-2.6,3.044046451933125e-07,-2.6,0.0005198182239254,1.9952623149688828,-1.1552708530825049,1.0976147775803618e-09,2495.918019735696,486.14991613464105,39.05845567786759,297.2376267822416,-3.0,300.0,trap_assisted_recomb_A_1.10e-09_ge_sio2_recomb_velocity_2495.92_ge_si_recomb_velocity_486.15_active_layer_length_39.06_simulation_temperature_297.24
-1.0,2.1742749212321814e-07,-1.0,0.0004892405925314,0.3162277660168379,-0.0401949653232275,1.0976147775803618e-09,2495.918019735696,486.14991613464105,39.05845567786759,297.2376267822416,-3.0,300.0,trap_assisted_recomb_A_1.10e-09_ge_sio2_recomb_velocity_2495.92_ge_si_recomb_velocity_486.15_active_layer_length_39.06_simulation_temperature_297.24
-0.6000000000000001,1.9633540585929606e-07,-0.6000000000000001,0.0004758209725552,0.1995262314968882,-0.0132056015965084,1.1425395479879979e-09,2554.3812528255967,503.27354733950745,40.19858533526689,297.9110382121584,-3.0,300.0,trap_assisted_recomb_A_1.14e-09_ge_sio2_recomb_velocity_2554.38_ge_si_recomb_velocity_503.27_active_layer_length_40.20_simulation_temperature_297.91
